"MedCodeId"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"Term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"Release"	"EmisCodeCategoryId"	"SH"	"Group"
"405641000006116"	1	"U456"	"U456.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence at industrial and construction area"	219334005	331761018	NA	32	1	"unknown intent"
"405651000006119"	2	"U45y"	"U45y.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence at other specified place"	219334005	331761018	NA	32	1	"unknown intent"
"405661000006117"	1	"U451"	"U451.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence in residential institution"	219334005	331761018	NA	32	1	"unknown intent"
"405671000006112"	1	"U453"	"U453.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence at sports and athletics area"	219334005	331761018	NA	32	1	"unknown intent"
"405681000006110"	1	"U454"	"U454.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence on street and highway"	219334005	331761018	NA	32	1	"unknown intent"
"405691000006113"	6	"U45z"	"U45z.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence at unspecified place"	219334005	331761018	NA	32	1	"unknown intent"
"415351000006114"	10	"U4y0"	"U4y0.00"	"[x]other specified events, undetermined intent, occurrence at home"	419048002	2576906010	NA	32	1	"unknown intent"
"415361000006111"	1	"U4y7"	"U4y7.00"	"[x]other specified events, undetermined intent, occurrence on farm"	419048002	2576906010	NA	32	1	"unknown intent"
"417411000006114"	5	"U450"	"U450.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence at home"	63409001	105402016	NA	32	1	"unknown intent"
"417421000006118"	1	"U457"	"U457.00"	"[x]other and unspecified firearm discharge, undetermined intent, occurrence on farm"	219334005	331761018	NA	32	1	"unknown intent"
"417451000006110"	20	"U45"	"U45..00"	"[x]other and unspecified firearm discharge, undetermined intent"	419048002	2576906010	NA	32	1	"unknown intent"
"417701000006118"	20	"U202-8"	"U202.18"	"amobarbital overdose"	296037002	2476354015	NA	32	1	"unknown intent"
"417721000006111"	7000	"U200-3"	"U200.13"	"[x]overdose - aspirin"	446901000000100	1021721000000111	NA	32	1	"unknown intent"
"417731000006114"	600	"U202-7"	"U202.17"	"barbiturate overdose"	296036006	436427016	NA	32	1	"unknown intent"
"417741000006116"	3000	"U202-6"	"U202.16"	"benzodiazepine overdose"	296053004	436444017	NA	32	1	"unknown intent"
"417751000006119"	5000	"U202-2"	"U202.12"	"diazepam overdose"	296118008	436511013	NA	32	1	"unknown intent"
"417771000006112"	9000	"U205-1"	"U205.11"	"heroin overdose"	295174006	435506017	NA	32	1	"unknown intent"
"417801000006114"	200000	"U200-1"	"U200.11"	"paracetamol overdose"	295124009	435452014	NA	32	1	"unknown intent"
"418121000006111"	1000	"U2-5"	"U2...15"	"[x]para-suicide"	48981002	81600011	NA	32	1	"attempted suicide"
"420981000006119"	1	"U4093"	"U409300"	"[x]poisoning by and exposure to alcohol, occurrence at sports and athletics area, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"420991000006116"	3	"U4092"	"U409200"	"[x]poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"421001000006115"	1	"U4016"	"U401600"	"[x]poisoning by and exposure to antiepileptics, occurrence at industrial and construction area, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"421011000006117"	1	"U4013"	"U401300"	"[x]pois/exp ?intent antiepileptics in sport/athletic area"	42377002	70704011	NA	32	1	"unknown intent"
"421021000006113"	1	"U4036"	"U403600"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence at industrial and construction area, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421031000006111"	1	"U4033"	"U403300"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence at sports and athletics area, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421041000006118"	1	"U4032"	"U403200"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence at school, other institution and public administrative area, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421051000006116"	1	"U4063"	"U406300"	"[x]poisoning by and exposure to hallucinogens, occurrence at sports and athletics area, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"421061000006119"	1	"U4062"	"U406200"	"[x]poisoning by and exposure to hallucinogens, occurrence at school, other institution and public administrative area, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"421071000006114"	1	"U4053"	"U405300"	"[x]poisoning by and exposure to narcotic drugs, occurrence at sports and athletics area, undetermined intent"	458711000000104	948561000000111	NA	32	1	"unknown intent"
"421081000006112"	1	"U4052"	"U405200"	"[x]poisoning by and exposure to narcotic drugs, occurrence at school, other institution and public administrative area, undetermined intent"	446631000000103	1009411000000116	NA	32	1	"unknown intent"
"421091000006110"	1	"U4003"	"U400300"	"[x]pois/exp ?intent nonopioid analges in sport/athletic area"	290133008	430127016	NA	32	1	"unknown intent"
"421101000006116"	1	"U4006"	"U400600"	"[x]pois/exp ?intent nonopioid analges indust/construct area"	290133008	430127016	NA	32	1	"unknown intent"
"421111000006118"	1	"U4002"	"U400200"	"[x]pois/exp ?intent nonopioid analges school/pub admin area"	290133008	430127016	NA	32	1	"unknown intent"
"421121000006114"	1	"U40Az"	"U40Az00"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, halogens, occurrence at unspecified place, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421131000006112"	1	"U40A6"	"U40A600"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at industrial and construction area, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421141000006119"	1	"U40Ay"	"U40Ay00"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at other specified place, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421151000006117"	1	"U40A2"	"U40A200"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at school, other institution and public administrative area, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421161000006115"	1	"U40A4"	"U40A400"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence on street and highway, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421171000006110"	1	"U40A7"	"U40A700"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence on farm, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421181000006113"	1	"U40A1"	"U40A100"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence in residential institution, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421191000006111"	3	"U40A3"	"U40A300"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, halogens, occurrence at sports and athletics area, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421201000006114"	1	"U40A5"	"U40A500"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at trade and service area, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421211000006112"	1	"U4073"	"U407300"	"[x]poisoning by and exposure to other autonomic drugs, occurrence at sports and athletics area, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421221000006116"	1	"U4072"	"U407200"	"[x]poisoning by and exposure to other autonomic drugs, occurrence at school, other institution and public administrative area, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421231000006118"	1	"U4076"	"U407600"	"[x]poisoning by and exposure to other autonomic drugs, occurrence at industrial and construction area, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421241000006111"	1	"U4083"	"U408300"	"[x]pois/exp ?intent oth/uns drug/med in sport/athletic area"	269688005	404215016	NA	32	1	"unknown intent"
"421251000006113"	1	"U4082"	"U408200"	"[x]pois/exp ?intent oth/uns drug/med school/pub admin area"	269688005	404215016	NA	32	1	"unknown intent"
"421261000006110"	1	"U4086"	"U408600"	"[x]pois/exp ?intent oth/unsp drug/medic indust/construc area"	269688005	404215016	NA	32	1	"unknown intent"
"421271000006115"	1	"U40B3"	"U40B300"	"[x]poisoning by and exposure to other gas and vapour, occurrence at sports and athletics area, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421281000006117"	6	"U40B6"	"U40B600"	"[x]poisoning by and exposure to other gas and vapour, occurrence at industrial and construction area, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421291000006119"	3	"U40B2"	"U40B200"	"[x]poisoning by and exposure to other gas and vapour, occurrence at school, other institution and public administrative area, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421301000006118"	1	"U40C3"	"U40C300"	"[x]pois/exp ?intent pesticide in sport/athletic area"	37131007	61947011	NA	32	1	"unknown intent"
"421311000006115"	1	"U40C2"	"U40C200"	"[x]pois/exp ?intent pesticide school/pub admin area"	37131007	61947011	NA	32	1	"unknown intent"
"421321000006111"	2	"U4043"	"U404300"	"[x]poisoning by and exposure to psychotropic drugs, occurrence at sports and athletics area, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"421331000006114"	2	"U4046"	"U404600"	"[x]poisoning by and exposure to psychotropic drugs, occurrence at industrial and construction area, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"421341000006116"	1	"U4042"	"U404200"	"[x]poisoning by and exposure to psychotropic drugs, occurrence at school, other institution and public administrative area, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"421351000006119"	2	"U4023"	"U402300"	"[x]poisoning by and exposure to sedative hypnotics, occurrence at sports and athletics area, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"421361000006117"	1	"U4026"	"U402600"	"[x]poisoning by and exposure to sedative hypnotics, occurrence at industrial and construction area, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"421371000006112"	1	"U4022"	"U402200"	"[x]poisoning by and exposure to sedative hypnotics, occurrence at school, other institution and public administrative area, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"421381000006110"	30	"U409y"	"U409y00"	"[x]poisoning by and exposure to alcohol, occurrence at other specified place, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"421391000006113"	1	"U403y"	"U403y00"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence at other specified place, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421401000006110"	2	"U406y"	"U406y00"	"[x]poisoning by and exposure to hallucinogens, occurrence at other specified place, undetermined intent"	85975005	142542018	NA	32	1	"unknown intent"
"421411000006113"	1	"U405y"	"U405y00"	"[x]poisoning by and exposure to narcotic drugs, occurrence at other specified place, undetermined intent"	394481000000108	1017491000000115	NA	32	1	"unknown intent"
"421421000006117"	1	"U400y"	"U400y00"	"[x]pois/exp ?intent to nonopioid analgesic other spec place"	290133008	430127016	NA	32	1	"unknown intent"
"421431000006119"	1	"U407y"	"U407y00"	"[x]poisoning by and exposure to other autonomic drugs, occurrence at other specified place, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421441000006112"	1	"U408y"	"U408y00"	"[x]pois/exp ?intent to oth/unsp drug/medic other spec place"	269688005	404216015	NA	32	1	"unknown intent"
"421451000006114"	20	"U40By"	"U40By00"	"[x]poisoning by and exposure to other gas and vapour, occurrence at other specified place, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421461000006111"	1	"U40Cy"	"U40Cy00"	"[x]pois/exp ?intent to pesticide other spec place"	37131007	61947011	NA	32	1	"unknown intent"
"421471000006116"	1	"U404y"	"U404y00"	"[x]poisoning by and exposure to psychotropic drugs, occurrence at other specified place, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"421481000006118"	1	"U402y"	"U402y00"	"[x]poisoning by and exposure to sedative hypnotics, occurrence at other specified place, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"421491000006115"	9	"U40yy"	"U40yy00"	"[x]pois/exp ?intent to unspecif chemical other spec place"	75478009	125363016	NA	32	1	"unknown intent"
"421501000006111"	3	"U40y3"	"U40y300"	"[x]pois/exp ?intent unspecif chemical in sport/athletic area"	75478009	125363016	NA	32	1	"unknown intent"
"421511000006114"	2	"U40y2"	"U40y200"	"[x]pois/exp ?intent unspecif chemical school/pub admin area"	75478009	125363016	NA	32	1	"unknown intent"
"421521000006118"	5	"U4094"	"U409400"	"[x]poisoning by and exposure to alcohol, occurrence on street and highway, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"421531000006115"	1	"U4095"	"U409500"	"[x]poisoning by and exposure to alcohol, occurrence at trade and service area, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"421541000006113"	1	"U4014"	"U401400"	"[x]poisoning by and exposure to antiepileptics, occurrence on street and highway, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"421551000006110"	1	"U4015"	"U401500"	"[x]poisoning by and exposure to antiepileptics, occurrence at trade and service area, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"421561000006112"	1	"U4034"	"U403400"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence on street and highway, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421571000006117"	1	"U4035"	"U403500"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence at trade and service area, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421581000006119"	1	"U4064"	"U406400"	"[x]poisoning by and exposure to hallucinogens, occurrence on street and highway, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"421591000006116"	1	"U4065"	"U406500"	"[x]poisoning by and exposure to hallucinogens, occurrence at trade and service area, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"421601000006112"	1	"U4054"	"U405400"	"[x]poisoning by and exposure to narcotic drugs, occurrence on street and highway, undetermined intent"	387281000000103	963881000000116	NA	32	1	"unknown intent"
"421611000006110"	1	"U4056"	"U405600"	"[x]poisoning by and exposure to narcotic drugs, occurrence at industrial and construction area, undetermined intent"	459991000000103	794621000000112	NA	32	1	"unknown intent"
"421621000006119"	1	"U4055"	"U405500"	"[x]poisoning by and exposure to narcotic drugs, occurrence at trade and service area, undetermined intent"	422891000000102	932051000000119	NA	32	1	"unknown intent"
"421631000006116"	1	"U4004"	"U400400"	"[x]pois/expos ?intent nonopioid analgesic in street/highway"	290133008	430127016	NA	32	1	"unknown intent"
"421641000006114"	1	"U4005"	"U400500"	"[x]pois/expos ?intent nonopioid analgesic trade/service area"	290133008	430127016	NA	32	1	"unknown intent"
"421651000006111"	1	"U4012"	"U401200"	"[x]poisoning by and exposure to antiepileptics, occurrence at school, other institution and public administrative area, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"421661000006113"	2	"U40A0"	"U40A000"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, occurrence at home, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"421671000006118"	1	"U4074"	"U407400"	"[x]poisoning by and exposure to other autonomic drugs, occurrence on street and highway, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421681000006115"	1	"U4075"	"U407500"	"[x]poisoning by and exposure to other autonomic drugs, occurrence at trade and service area, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421691000006117"	2	"U4084"	"U408400"	"[x]pois/expos ?intent oth/unsp drug/medic in street/highway"	269688005	404215016	NA	32	1	"unknown intent"
"421701000006117"	1	"U4085"	"U408500"	"[x]pois/expos ?intent oth/unsp drug/medic trade/service area"	269688005	404215016	NA	32	1	"unknown intent"
"421711000006119"	5	"U40B4"	"U40B400"	"[x]poisoning by and exposure to other gas and vapour, occurrence on street and highway, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421721000006110"	1	"U40B5"	"U40B500"	"[x]poisoning by and exposure to other gas and vapour, occurrence at trade and service area, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421731000006113"	1	"U40C4"	"U40C400"	"[x]pois/expos ?intent pesticide in street/highway"	37131007	61947011	NA	32	1	"unknown intent"
"421741000006115"	1	"U40C5"	"U40C500"	"[x]pois/expos ?intent pesticide trade/service area"	37131007	61947011	NA	32	1	"unknown intent"
"421751000006118"	1	"U4044"	"U404400"	"[x]poisoning by and exposure to psychotropic drugs, occurrence on street and highway, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"421761000006116"	1	"U4045"	"U404500"	"[x]poisoning by and exposure to psychotropic drugs, occurrence at trade and service area, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"421771000006111"	1	"U4024"	"U402400"	"[x]poisoning by and exposure to sedative hypnotics, occurrence on street and highway, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"421781000006114"	1	"U4025"	"U402500"	"[x]poisoning by and exposure to sedative hypnotics, occurrence at trade and service area, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"421791000006112"	1	"U4091"	"U409100"	"[x]poisoning by and exposure to alcohol, occurrence in residential institution, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"421801000006113"	9	"U409z"	"U409z00"	"[x]poisoning by and exposure to alcohol, occurrence at unspecified place, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"421811000006111"	1	"U4011"	"U401100"	"[x]poisoning by and exposure to antiepileptics, occurrence in residential institution, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"421821000006115"	1	"U401y"	"U401y00"	"[x]poisoning by and exposure to antiepileptics, occurrence at other specified place, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"421831000006117"	1	"U401z"	"U401z00"	"[x]poisoning by and exposure to antiepileptics, occurrence at unspecified place, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"421841000006110"	1	"U4031"	"U403100"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence in residential institution, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421851000006112"	1	"U403z"	"U403z00"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence at unspecified place, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"421861000006114"	1	"U4061"	"U406100"	"[x]poisoning by and exposure to hallucinogens, occurrence in residential institution, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"421871000006119"	1	"U406z"	"U406z00"	"[x]poisoning by and exposure to hallucinogens, occurrence at unspecified place, undetermined intent"	85975005	142542018	NA	32	1	"unknown intent"
"421881000006116"	1	"U4051"	"U405100"	"[x]poisoning by and exposure to narcotic drugs, occurrence in residential institution, undetermined intent"	458991000000106	1030911000000110	NA	32	1	"unknown intent"
"421891000006118"	3	"U405z"	"U405z00"	"[x]poisoning by and exposure to narcotic drugs, occurrence at unspecified place, undetermined intent"	406561000000101	1031871000000115	NA	32	1	"unknown intent"
"421901000006119"	3	"U4001"	"U400100"	"[x]pois/expos ?intent to nonopioid analgesic at res institut"	290133008	430127016	NA	32	1	"unknown intent"
"421911000006116"	4	"U400z"	"U400z00"	"[x]pois/expos ?intent to nonopioid analgesic unspecif place"	290133008	430127016	NA	32	1	"unknown intent"
"421921000006112"	1	"U4071"	"U407100"	"[x]poisoning by and exposure to other autonomic drugs, occurrence in residential institution, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421931000006110"	1	"U407z"	"U407z00"	"[x]poisoning by and exposure to other autonomic drugs, occurrence at unspecified place, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"421941000006117"	4	"U408z"	"U408z00"	"[x]pois/expos ?intent to oth/unsp drug/medic unspecif place"	269688005	404216015	NA	32	1	"unknown intent"
"421951000006115"	1	"U4081"	"U408100"	"[x]pois/expos ?intent to oth/unsp drug/medicam res institut"	269688005	404215016	NA	32	1	"unknown intent"
"421961000006118"	1	"U40B1"	"U40B100"	"[x]poisoning by and exposure to other gas and vapours, occurrence in residential institution, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421971000006113"	8	"U40Bz"	"U40Bz00"	"[x]poisoning by and exposure to other gas and vapour, occurrence at unspecified place, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"421981000006111"	1	"U40C1"	"U40C100"	"[x]pois/expos ?intent to pesticide at res institut"	37131007	61947011	NA	32	1	"unknown intent"
"421991000006114"	4	"U40Cz"	"U40Cz00"	"[x]pois/expos ?intent to pesticide unspecif place"	37131007	61947011	NA	32	1	"unknown intent"
"422001000006111"	1	"U4041"	"U404100"	"[x]poisoning by and exposure to psychotropic drugs, occurrence in residential institution, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"422011000006114"	3	"U404z"	"U404z00"	"[x]poisoning by and exposure to psychotropic drugs, occurrence at unspecified place, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"422021000006118"	1	"U4021"	"U402100"	"[x]poisoning by and exposure to sedative hypnotics, occurrence in residential institution, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"422031000006115"	1	"U402z"	"U402z00"	"[x]poisoning by and exposure to sedative hypnotics, occurrence at unspecified place, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"422041000006113"	1	"U40y1"	"U40y100"	"[x]pois/expos ?intent to unspecif chemical at res institut"	75478009	125363016	NA	32	1	"unknown intent"
"422051000006110"	9	"U40yz"	"U40yz00"	"[x]pois/expos ?intent to unspecif chemical unspecif place"	75478009	125363016	NA	32	1	"unknown intent"
"422061000006112"	2	"U40y4"	"U40y400"	"[x]pois/expos ?intent unspecif chemical in street/highway"	75478009	125363016	NA	32	1	"unknown intent"
"422071000006117"	4	"U40y5"	"U40y500"	"[x]pois/expos ?intent unspecif chemical trade/service area"	75478009	125363016	NA	32	1	"unknown intent"
"422081000006119"	20	"U40A"	"U40A.00"	"[x]poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"	241769004	361966013	NA	32	1	"unknown intent"
"422101000006110"	3	"U40y6"	"U40y600"	"[x]poison/expos ?intent unspec chemic indust/construct area"	75478009	125363016	NA	32	1	"unknown intent"
"422111000006113"	1	"U4066"	"U406600"	"[x]poisoning by and exposure to hallucinogens, occurrence at industrial and construction area, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"422121000006117"	4	"U4090"	"U409000"	"[x]poisoning by and exposure to alcohol, occurrence at home, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"422131000006119"	1	"U4097"	"U409700"	"[x]poisoning by and exposure to alcohol, occurrence on farm, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"422141000006112"	2	"U4010"	"U401000"	"[x]poisoning by and exposure to antiepileptics, occurrence at home, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"422151000006114"	1	"U4017"	"U401700"	"[x]poisoning by and exposure to antiepileptics, occurrence on farm, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"422161000006111"	1	"U4030"	"U403000"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence at home, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"422171000006116"	1	"U4037"	"U403700"	"[x]poisoning by and exposure to antiparkinson drugs, occurrence on farm, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"422181000006118"	2	"U4060"	"U406000"	"[x]poisoning by and exposure to hallucinogens, occurrence at home, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"422191000006115"	1	"U4067"	"U406700"	"[x]poisoning by and exposure to hallucinogens, occurrence on farm, undetermined intent"	85975005	142539012	NA	32	1	"unknown intent"
"422201000006117"	2	"U4050"	"U405000"	"[x]poisoning by and exposure to narcotic drugs, occurrence at home, undetermined intent"	393361000000105	1030901000000113	NA	32	1	"unknown intent"
"422211000006119"	1	"U4057"	"U405700"	"[x]poisoning by and exposure to narcotic drugs, occurrence on farm, undetermined intent"	406271000000106	1009731000000116	NA	32	1	"unknown intent"
"422221000006110"	2	"U4000"	"U400000"	"[x]poison/exposure ?intent, to nonopioid analgesic at home"	290133008	430127016	NA	32	1	"unknown intent"
"422231000006113"	1	"U4007"	"U400700"	"[x]poison/exposure ?intent, to nonopioid analgesic on farm"	290133008	430127016	NA	32	1	"unknown intent"
"422241000006115"	1	"U4070"	"U407000"	"[x]poisoning by and exposure to other autonomic drugs, occurrence at home, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"422251000006118"	1	"U4077"	"U407700"	"[x]poisoning by and exposure to other autonomic drugs, occurrence on farm, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
"422261000006116"	1	"U4087"	"U408700"	"[x]poison/exposure ?intent, to oth/unsp drug/medic on farm"	269688005	404215016	NA	32	1	"unknown intent"
"422271000006111"	1	"U4080"	"U408000"	"[x]poison/exposure ?intent, to oth/unsp drug/medicam home"	269688005	404215016	NA	32	1	"unknown intent"
"422281000006114"	10	"U40B0"	"U40B000"	"[x]poisoning by and exposure to other gas and vapours, occurrence at home, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"422291000006112"	1	"U40B7"	"U40B700"	"[x]poisoning by and exposure to other gas and vapour, occurrence on farm, undetermined intent"	57335002	2820527015	NA	32	1	"unknown intent"
"422301000006113"	1	"U40C0"	"U40C000"	"[x]poison/exposure ?intent, to pesticide at home"	37131007	61947011	NA	32	1	"unknown intent"
"422311000006111"	1	"U40C7"	"U40C700"	"[x]poison/exposure ?intent, to pesticide on farm"	37131007	61947011	NA	32	1	"unknown intent"
"422321000006115"	1	"U4040"	"U404000"	"[x]poisoning by and exposure to psychotropic drugs, occurrence at home, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"422331000006117"	1	"U4047"	"U404700"	"[x]poisoning by and exposure to psychotropic drugs, occurrence on farm, undetermined intent"	61438005	102073010	NA	32	1	"unknown intent"
"422341000006110"	2	"U4020"	"U402000"	"[x]poisoning by and exposure to sedative hypnotics, occurrence at home, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"422351000006112"	1	"U4027"	"U402700"	"[x]poisoning by and exposure to sedative hypnotics, occurrence on farm, undetermined intent"	85337000	141456016	NA	32	1	"unknown intent"
"422361000006114"	10	"U40y0"	"U40y000"	"[x]poison/exposure ?intent, to unspecif chemical at home"	75478009	125363016	NA	32	1	"unknown intent"
"422371000006119"	3	"U40y7"	"U40y700"	"[x]poison/exposure ?intent, to unspecif chemical on farm"	75478009	125363016	NA	32	1	"unknown intent"
"422381000006116"	1	"U4096"	"U409600"	"[x]poisoning by and exposure to alcohol, occurrence at industrial and construction area, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"422391000006118"	1	"U40C6"	"U40C600"	"[x]poison/exposure, ?intent, pesticide indust/construct area"	37131007	61947011	NA	32	1	"unknown intent"
"422401000006116"	7	"U408"	"U408.00"	"[x]poison/exposure, ?intent, to other/unspec drug/medicament"	269688005	404216015	NA	32	1	"unknown intent"
"422791000006119"	300	"U40"	"U40..00"	"[x]poisoning by and exposure to noxious substances, undetermined intent"	75478009	125363016	NA	32	1	"unknown intent"
"422801000006118"	200	"U409"	"U409.00"	"[x]poisoning by and exposure to alcohol, undetermined intent"	67426006	112060019	NA	32	1	"unknown intent"
"422811000006115"	4	"U401"	"U401.00"	"[x]poisoning by and exposure to antiepileptics, undetermined intent"	42377002	70704011	NA	32	1	"unknown intent"
"422821000006111"	1	"U403"	"U403.00"	"[x]poisoning by and exposure to antiparkinson drugs, undetermined intent"	4836003	9064013	NA	32	1	"unknown intent"
"422841000006116"	9	"U405"	"U405.00"	"[x]poisoning by and exposure to narcotic drugs, undetermined intent"	422031000000106	1030891000000112	NA	32	1	"unknown intent"
"422851000006119"	20	"U400"	"U400.00"	"[x]poisoning/exposure, ? intent, to nonopioid analgesic"	290133008	430127016	NA	32	1	"unknown intent"
"422861000006117"	1	"U407"	"U407.00"	"[x]poisoning by and exposure to other autonomic drugs, undetermined intent"	32835006	54799015	NA	32	1	"unknown intent"
