"ProdCodeId"	"dmdid"	"Term.from.EMIS"	"ProductName"	"Formulation"	"RouteOfAdministration"	"DrugSubstanceName"	"SubstanceStrength"	"BNFChapter"	"DrugIssues"	"Gen"	"AP"
"3159041000033113"	7974011000001109	"Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd)"	"Denzapine 100mg tablets"	"Tablet"	"Oral"	"Clozapine"	"100.000mg"	"4020100"	1000	2	"Clozapine"
"3225241000033118"	406786007	"Aripiprazole 5mg tablets"	"Aripiprazole 5mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"5.000mg"	"4020100"	800000	2	"Aripiprazole"
"3225341000033111"	9037911000001102	"Abilify 5mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 5mg tablets"	"Tablet"	"Oral"	"Aripiprazole"	"5.000mg"	"4020100"	6000	2	"Aripiprazole"
"3226341000033115"	8838911000001102	"Zaponex 25mg tablets (Leyden Delta B.V.)"	"Zaponex 25mg tablets"	"Tablet"	"Oral"	"Clozapine"	"25.000mg"	"4020100"	30	2	"Clozapine"
"3226441000033114"	8839511000001103	"Zaponex 100mg tablets (Leyden Delta B.V.)"	"Zaponex 100mg tablets"	"Tablet"	"Oral"	"Clozapine"	"100.000mg"	"4020100"	40	2	"Clozapine"
"3246041000033119"	9045911000001108	"Risperidone 500microgram orodispersible tablets sugar free"	"Risperidone 500microgram orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500.000microgram"	""	60000	2	"Risperidone"
"3246141000033115"	9044211000001100	"Risperdal Quicklet 500microgram orodispersible tablets (Janssen-Cilag Ltd)"	"Risperdal Quicklet 500microgram orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500.000microgram"	""	7000	2	"Risperidone"
"3849441000033112"	8359711000001109	"Chlorpromazine 50mg/5ml oral solution"	"Chlorpromazine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Chlorpromazine hydrochloride"	"10.000mg/1.000ml"	""	2000	1	"Chlorpromazine"
"3858941000033110"	36138211000001104	"Chlorpromazine 25mg/1ml solution for injection ampoules"	"Chlorpromazine 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Chlorpromazine hydrochloride"	"25.000mg/1.000ml"	"4060000"	90	1	"Chlorpromazine"
"3866541000033110"	386213008	"Olanzapine 20mg oral lyophilisates sugar free"	"Olanzapine 20mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"20.000mg"	""	40000	2	"Olanzapine"
"3866641000033111"	9891011000001104	"Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd)"	"Zyprexa 20mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"20.000mg"	""	4000	2	"Olanzapine"
"3892541000033114"	14015911000001104	"Olanzapine 2.5mg/5ml oral suspension"	"Olanzapine 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Olanzapine"	"500.000microgram/1.000ml"	""	2000	2	"Olanzapine"
"3923941000033110"	19977911000001108	"Sodium valproate 500mg/5ml oral suspension"	"Sodium valproate 500mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Sodium valproate"	"100.000mg/1.000ml"	""	1000	3	"Valproate"
"3950341000033115"	10675311000001102	"Aripiprazole 10mg orodispersible tablets sugar free"	"Aripiprazole 10mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"10.000mg"	"4020100"	20000	2	"Aripiprazole"
"3950441000033114"	10675411000001108	"Aripiprazole 15mg orodispersible tablets sugar free"	"Aripiprazole 15mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"15.000mg"	"4020100"	10000	2	"Aripiprazole"
"3950541000033110"	417374006	"Aripiprazole 1mg/ml oral solution"	"Aripiprazole 1mg/ml oral solution"	"Oral solution"	"Oral"	"Aripiprazole"	"1.000mg/1.000ml"	"4020100"	60000	2	"Aripiprazole"
"3950641000033111"	10664611000001100	"Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 10mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"10.000mg"	"4020100"	500	2	"Aripiprazole"
"3950741000033119"	10664911000001106	"Abilify 15mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"15.000mg"	"4020100"	400	2	"Aripiprazole"
"3950841000033112"	10667211000001108	"Abilify 1mg/ml oral solution (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 1mg/ml oral solution"	"Oral solution"	"Oral"	"Aripiprazole"	"1.000mg/1.000ml"	"4020100"	1000	2	"Aripiprazole"
"3996241000033117"	374054003	"Olanzapine 20mg tablets"	"Olanzapine 20mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"20.000mg"	""	700000	2	"Olanzapine"
"3996341000033110"	10878511000001108	"Zyprexa 20mg tablets (Eli Lilly and Company Ltd)"	"Zyprexa 20mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"20.000mg"	""	2000	2	"Olanzapine"
"4012041000033116"	11140811000001104	"Risperidone 3mg orodispersible tablets sugar free"	"Risperidone 3mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"3.000mg"	""	10000	2	"Risperidone"
"4012141000033117"	11140911000001100	"Risperidone 4mg orodispersible tablets sugar free"	"Risperidone 4mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"4.000mg"	""	10000	2	"Risperidone"
"4012241000033112"	11134611000001104	"Risperdal Quicklet 3mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperdal Quicklet 3mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"3.000mg"	""	3000	2	"Risperidone"
"4012341000033119"	11134311000001108	"Risperdal Quicklet 4mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperdal Quicklet 4mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"4.000mg"	""	3000	2	"Risperidone"
"4133841000033118"	NA	"Quetiapine Oral Suspension Sugar Free 12.5 mg/5 ml"	""	""	""	""	""	""	4000	2	"Quetiapine"
"4148441000033110"	NA	"Chlorpromazine Capsules 10 mg"	""	""	""	""	""	""	700	1	"Chlorpromazine"
"4150241000033114"	11475111000001108	"Sodium valproate 150mg modified-release capsules"	"Sodium valproate 150mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Sodium valproate"	"150.000mg"	"4080100"	10000	3	"Valproate"
"4150341000033116"	11475211000001102	"Sodium valproate 300mg modified-release capsules"	"Sodium valproate 300mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Sodium valproate"	"300.000mg"	"4080100"	60000	3	"Valproate"
"4150441000033110"	11475611000001100	"Episenta 150mg modified-release capsules (Desitin Pharma Ltd)"	"Episenta 150mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Sodium valproate"	"150.000mg"	"4080100"	7000	3	"Valproate"
"4150641000033112"	11475911000001106	"Episenta 300mg modified-release capsules (Desitin Pharma Ltd)"	"Episenta 300mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Sodium valproate"	"300.000mg"	"4080100"	30000	3	"Valproate"
"4150941000033117"	11475311000001104	"Sodium valproate 500mg modified-release granules sachets sugar free"	"Sodium valproate 500mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Sodium valproate"	"500.000mg"	"4080100"	10000	3	"Valproate"
"4151041000033110"	11475411000001104	"Sodium valproate 1g modified-release granules sachets sugar free"	"Sodium valproate 1g modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Sodium valproate"	"1.000gram"	"4080100"	6000	3	"Valproate"
"4151141000033114"	11476211000001108	"Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd)"	"Episenta 500mg modified-release granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"500.000mg"	"4080100"	10000	3	"Valproate"
"4151241000033119"	11476511000001106	"Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd)"	"Episenta 1000mg modified-release granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"1.000gram"	"4080100"	10000	3	"Valproate"
"4200641000033118"	11763211000001100	"Paliperidone 3mg modified-release tablets"	"Paliperidone 3mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"3.000mg"	"4020100"	2000	2	"Paliperidone"
"4200741000033110"	11763311000001108	"Paliperidone 6mg modified-release tablets"	"Paliperidone 6mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"6.000mg"	"4020100"	2000	2	"Paliperidone"
"4200841000033117"	11763411000001100	"Paliperidone 9mg modified-release tablets"	"Paliperidone 9mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"9.000mg"	"4020100"	1000	2	"Paliperidone"
"4200941000033113"	11749311000001100	"Invega 3mg modified-release tablets (Janssen-Cilag Ltd)"	"Invega 3mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"3.000mg"	"4020100"	100	2	"Paliperidone"
"4201041000033115"	11749811000001104	"Invega 6mg modified-release tablets (Janssen-Cilag Ltd)"	"Invega 6mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"6.000mg"	"4020100"	80	2	"Paliperidone"
"4201141000033116"	11751011000001100	"Invega 9mg modified-release tablets (Janssen-Cilag Ltd)"	"Invega 9mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Paliperidone"	"9.000mg"	"4020100"	50	2	"Paliperidone"
"4422541000033110"	14018711000001108	"Quetiapine 100mg/5ml oral suspension"	"Quetiapine 100mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine fumarate"	"20.000mg/1.000ml"	""	3000	2	"Quetiapine"
"4424541000033119"	12505911000001108	"Haloperidol 5mg/5ml oral solution"	"Haloperidol 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"1.000mg/1.000ml"	""	2000	1	"Haloperidol"
"4456741000033117"	13456411000001100	"Aripiprazole 9.75mg/1.3ml solution for injection vials"	"Aripiprazole 9.75mg/1.3ml solution for injection vials"	"Solution for injection"	"Intramuscular"	"Aripiprazole"	"7.500mg/1.000ml"	"4020100"	200	2	"Aripiprazole"
"4456841000033110"	13451111000001100	"Abilify 9.75mg/1.3ml solution for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Abilify 9.75mg/1.3ml solution for injection vials"	"Solution for injection"	"Intramuscular"	"Aripiprazole"	"7.500mg/1.000ml"	"4020100"	1	2	"Aripiprazole"
"4549841000033112"	13718611000001104	"Sodium valproate 100mg modified-release granules sachets sugar free"	"Sodium valproate 100mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Sodium valproate"	"100.000mg"	"4080100"	5000	3	"Valproate"
"4549941000033116"	13718711000001108	"Sodium valproate 250mg modified-release granules sachets sugar free"	"Sodium valproate 250mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Sodium valproate"	"250.000mg"	"4080100"	5000	3	"Valproate"
"4550041000033113"	13718811000001104	"Sodium valproate 50mg modified-release granules sachets sugar free"	"Sodium valproate 50mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Sodium valproate"	"50.000mg"	"4080100"	2000	3	"Valproate"
"4550141000033112"	13718911000001108	"Sodium valproate 750mg modified-release granules sachets sugar free"	"Sodium valproate 750mg modified-release granules sachets sugar free"	"Modified-release granules"	"Oral"	"Sodium valproate"	"750.000mg"	"4080100"	3000	3	"Valproate"
"4550241000033117"	13666611000001108	"Epilim Chronosphere MR 50mg granules sachets (Sanofi)"	"Epilim Chronosphere MR 50mg granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"50.000mg"	"4080100"	5000	3	"Valproate"
"4550341000033110"	13665411000001100	"Epilim Chronosphere MR 100mg granules sachets (Sanofi)"	"Epilim Chronosphere MR 100mg granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"100.000mg"	"4080100"	20000	3	"Valproate"
"4550441000033116"	13665711000001108	"Epilim Chronosphere MR 250mg granules sachets (Sanofi)"	"Epilim Chronosphere MR 250mg granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"250.000mg"	"4080100"	10000	3	"Valproate"
"4550541000033115"	13665911000001108	"Epilim Chronosphere MR 500mg granules sachets (Sanofi)"	"Epilim Chronosphere MR 500mg granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"500.000mg"	"4080100"	20000	3	"Valproate"
"4550641000033119"	13666311000001104	"Epilim Chronosphere MR 750mg granules sachets (Sanofi)"	"Epilim Chronosphere MR 750mg granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"750.000mg"	"4080100"	7000	3	"Valproate"
"4591741000033114"	14042811000001104	"Quetiapine 50mg modified-release tablets"	"Quetiapine 50mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"50.000mg"	"4020100"	300000	2	"Quetiapine"
"4591841000033116"	426802009	"Quetiapine 200mg modified-release tablets"	"Quetiapine 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"200.000mg"	"4020100"	200000	2	"Quetiapine"
"4591941000033112"	426401009	"Quetiapine 300mg modified-release tablets"	"Quetiapine 300mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"300.000mg"	"4020100"	400000	2	"Quetiapine"
"4592041000033118"	426954000	"Quetiapine 400mg modified-release tablets"	"Quetiapine 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"400.000mg"	"4020100"	200000	2	"Quetiapine"
"4592141000033119"	14026511000001104	"Seroquel XL 50mg tablets (Luye Pharma Ltd)"	"Seroquel XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"50.000mg"	"4020100"	20000	2	"Quetiapine"
"4592241000033114"	14025311000001108	"Seroquel XL 200mg tablets (Luye Pharma Ltd)"	"Seroquel XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"200.000mg"	"4020100"	10000	2	"Quetiapine"
"4592341000033116"	14026011000001102	"Seroquel XL 300mg tablets (Luye Pharma Ltd)"	"Seroquel XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"300.000mg"	"4020100"	20000	2	"Quetiapine"
"4592441000033110"	14025711000001108	"Seroquel XL 400mg tablets (Luye Pharma Ltd)"	"Seroquel XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"400.000mg"	"4020100"	10000	2	"Quetiapine"
"4940141000033119"	8277211000001103	"Amisulpride 25mg/5ml oral solution"	"Amisulpride 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Amisulpride"	"5.000mg/1.000ml"	""	2000	2	"Amisulpride"
"5054641000033118"	8527911000001100	"Haloperidol 1mg/5ml oral solution"	"Haloperidol 1mg/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	""	1000	1	"Haloperidol"
"5055041000033113"	15439411000001102	"Epilim Chronosphere MR 1000mg granules sachets (Sanofi)"	"Epilim Chronosphere MR 1000mg granules sachets"	"Modified-release granules"	"Oral"	"Sodium valproate"	"1.000gram"	""	10000	3	"Valproate"
"5055241000033117"	15432411000001108	"Droperidol 2.5mg/1ml solution for injection ampoules"	"Droperidol 2.5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Droperidol"	"2.500mg/1.000ml"	""	2	1	"Droperidol"
"5077641000033110"	15506311000001100	"Clozapine 50mg/ml oral suspension sugar free"	"Clozapine 50mg/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Clozapine"	"50.000mg/1.000ml"	"4020100"	300	2	"Clozapine"
"5077741000033118"	15506011000001104	"Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd)"	"Denzapine 50mg/ml oral suspension"	"Oral suspension"	"Oral"	"Clozapine"	"50.000mg/1.000ml"	"4020100"	30	2	"Clozapine"
"5077941000033115"	15506211000001108	"Clozapine 200mg tablets"	"Clozapine 200mg tablets"	"Tablet"	"Oral"	"Clozapine"	"200.000mg"	""	2000	2	"Clozapine"
"5078041000033117"	418754000	"Clozapine 50mg tablets"	"Clozapine 50mg tablets"	"Tablet"	"Oral"	"Clozapine"	"50.000mg"	""	2000	2	"Clozapine"
"5078141000033118"	15505711000001104	"Denzapine 200mg tablets (Britannia Pharmaceuticals Ltd)"	"Denzapine 200mg tablets"	"Tablet"	"Oral"	"Clozapine"	"200.000mg"	""	100	2	"Clozapine"
"5078241000033113"	15498911000001104	"Denzapine 50mg tablets (Britannia Pharmaceuticals Ltd)"	"Denzapine 50mg tablets"	"Tablet"	"Oral"	"Clozapine"	"50.000mg"	""	100	2	"Clozapine"
"5565141000033118"	17038411000001100	"Zypadhera 300mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd)"	"Zypadhera 300mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Olanzapine embonate monohydrate"	"300.000mg"	""	9	2	"Olanzapine"
"5575741000033110"	17037611000001102	"Olanzapine embonate 210mg powder and solvent for suspension for injection vials"	"Olanzapine embonate 210mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Olanzapine embonate monohydrate"	"210.000mg"	""	90	2	"Olanzapine"
"5575841000033117"	17038211000001100	"Olanzapine embonate 300mg powder and solvent for suspension for injection vials"	"Olanzapine embonate 300mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Olanzapine embonate monohydrate"	"300.000mg"	""	600	2	"Olanzapine"
"5575941000033113"	17038711000001108	"Olanzapine embonate 405mg powder and solvent for suspension for injection vials"	"Olanzapine embonate 405mg powder and solvent for suspension for injection vials"	"Powder and solvent for suspension for injection"	"Intramuscular"	"Olanzapine embonate monohydrate"	"405.000mg"	""	200	2	"Olanzapine"
"5814341000033116"	8582811000001100	"Levomepromazine 2.5mg/5ml oral suspension"	"Levomepromazine 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine maleate"	"500.000microgram/1.000ml"	""	1000	1	"Levomepromazine"
"5889741000033118"	13011611000001108	"Quetiapine 12.5mg/5ml oral solution"	"Quetiapine 12.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine fumarate"	"2.500mg/1.000ml"	""	1000	2	"Quetiapine"
"5889841000033111"	13011711000001100	"Quetiapine 12.5mg/5ml oral suspension"	"Quetiapine 12.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine fumarate"	"2.500mg/1.000ml"	""	1000	2	"Quetiapine"
"5890741000033111"	8528011000001103	"Haloperidol 1mg/5ml oral suspension"	"Haloperidol 1mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	""	200	1	"Haloperidol"
"5890941000033114"	8277311000001106	"Amisulpride 25mg/5ml oral suspension"	"Amisulpride 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Amisulpride"	"5.000mg/1.000ml"	""	1000	2	"Amisulpride"
"5891141000033117"	14018611000001104	"Quetiapine 100mg/5ml oral solution"	"Quetiapine 100mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine fumarate"	"20.000mg/1.000ml"	""	900	2	"Quetiapine"
"5909341000033112"	17828611000001100	"Quetiapine 150mg modified-release tablets"	"Quetiapine 150mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"150.000mg"	""	90000	2	"Quetiapine"
"5909441000033118"	17689811000001108	"Seroquel XL 150mg tablets (Luye Pharma Ltd)"	"Seroquel XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine fumarate"	"150.000mg"	""	5000	2	"Quetiapine"
"5969441000033117"	12504911000001104	"Haloperidol 1.5mg/5ml oral solution"	"Haloperidol 1.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"300.000microgram/1.000ml"	""	60	1	"Haloperidol"
"5969541000033116"	12505011000001104	"Haloperidol 1.5mg/5ml oral suspension"	"Haloperidol 1.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"300.000microgram/1.000ml"	""	20	1	"Haloperidol"
"5969641000033115"	12505511000001102	"Haloperidol 250micrograms/5ml oral solution"	"Haloperidol 250micrograms/5ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"50.000microgram/1.000ml"	""	200	1	"Haloperidol"
"5969741000033112"	12505611000001104	"Haloperidol 250micrograms/5ml oral suspension"	"Haloperidol 250micrograms/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"50.000microgram/1.000ml"	""	300	1	"Haloperidol"
"5974841000033112"	13012211000001100	"Quetiapine 25mg/5ml oral solution"	"Quetiapine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine fumarate"	"5.000mg/1.000ml"	""	900	2	"Quetiapine"
"5974941000033116"	13012311000001108	"Quetiapine 25mg/5ml oral suspension"	"Quetiapine 25mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine fumarate"	"5.000mg/1.000ml"	""	1000	2	"Quetiapine"
"5975041000033116"	15452011000001104	"Quetiapine 50mg/5ml oral solution"	"Quetiapine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Quetiapine fumarate"	"10.000mg/1.000ml"	""	300	2	"Quetiapine"
"5975141000033117"	15452111000001102	"Quetiapine 50mg/5ml oral suspension"	"Quetiapine 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine fumarate"	"10.000mg/1.000ml"	""	200	2	"Quetiapine"
"5993541000033117"	12506011000001100	"Haloperidol 5mg/5ml oral suspension"	"Haloperidol 5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Haloperidol"	"1.000mg/1.000ml"	""	100	1	"Haloperidol"
"5997341000033118"	14015811000001108	"Olanzapine 2.5mg/5ml oral solution"	"Olanzapine 2.5mg/5ml oral solution"	"Oral solution"	"Oral"	"Olanzapine"	"500.000microgram/1.000ml"	""	400	2	"Olanzapine"
"6359441000033116"	19223711000001100	"Paliperidone 50mg/0.5ml suspension for injection pre-filled syringes"	"Paliperidone 50mg/0.5ml suspension for injection pre-filled syringes"	"Suspension for injection"	"Intramuscular"	"Paliperidone palmitate"	"100.000mg/1.000ml"	"4020200"	4000	2	"Paliperidone"
"6359541000033115"	19223811000001108	"Paliperidone 75mg/0.75ml suspension for injection pre-filled syringes"	"Paliperidone 75mg/0.75ml suspension for injection pre-filled syringes"	"Suspension for injection"	"Intramuscular"	"Paliperidone palmitate"	"100.000mg/1.000ml"	"4020200"	6000	2	"Paliperidone"
"6359641000033119"	19223511000001104	"Paliperidone 100mg/1ml suspension for injection pre-filled syringes"	"Paliperidone 100mg/1ml suspension for injection pre-filled syringes"	"Suspension for injection"	"Intramuscular"	"Paliperidone palmitate"	"100.000mg/1.000ml"	"4020200"	9000	2	"Paliperidone"
"6359741000033111"	19223611000001104	"Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes"	"Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes"	"Suspension for injection"	"Intramuscular"	"Paliperidone palmitate"	"100.000mg/1.000ml"	"4020200"	8000	2	"Paliperidone"
"6359841000033118"	19208911000001100	"Xeplion 50mg/0.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Xeplion 50mg/0.5ml suspension for injection pre-filled syringes"	"Suspension for injection"	"Intramuscular"	"Paliperidone palmitate"	"100.000mg/1.000ml"	"4020200"	300	2	"Paliperidone"
"6359941000033114"	19210011000001104	"Xeplion 75mg/0.75ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Xeplion 75mg/0.75ml suspension for injection pre-filled syringes"	"Suspension for injection"	"Intramuscular"	"Paliperidone palmitate"	"100.000mg/1.000ml"	"4020200"	600	2	"Paliperidone"
"6443041000033115"	19504411000001104	"Asenapine 5mg sublingual tablets sugar free"	"Asenapine 5mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Asenapine maleate"	"5.000mg"	"4020300"	2000	2	"Asenapine"
"6443141000033116"	19504311000001104	"Asenapine 10mg sublingual tablets sugar free"	"Asenapine 10mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Asenapine maleate"	"10.000mg"	"4020300"	2000	2	"Asenapine"
"6443241000033111"	19496611000001104	"Sycrest 5mg sublingual tablets (Organon Pharma (UK) Ltd)"	"Sycrest 5mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Asenapine maleate"	"5.000mg"	"4020300"	2	2	"Asenapine"
"6443341000033118"	19496311000001100	"Sycrest 10mg sublingual tablets (Organon Pharma (UK) Ltd)"	"Sycrest 10mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Asenapine maleate"	"10.000mg"	"4020300"	80	2	"Asenapine"
"6445641000033110"	12646911000001102	"Levomepromazine 6mg/5ml oral suspension"	"Levomepromazine 6mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine maleate"	"1.200mg/1.000ml"	""	400	1	"Levomepromazine"
"6455741000033116"	18172311000001104	"Ziprasidone 40mg capsules"	"Ziprasidone 40mg capsules"	"Capsule"	"Oral"	"Ziprasidone hydrochloride"	"40.000mg"	""	20	2	"Ziprasidone"
"6455841000033114"	19525911000001108	"Ziprasidone 80mg capsules"	"Ziprasidone 80mg capsules"	"Capsule"	"Oral"	"Ziprasidone hydrochloride"	"80.000mg"	""	1	2	"Ziprasidone"
"6456741000033114"	19588311000001108	"Zalasta 10mg tablets (Consilient Health Ltd)"	"Zalasta 10mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"10.000mg"	""	30	2	"Olanzapine"
"6456841000033116"	19588511000001104	"Zalasta 15mg tablets (Consilient Health Ltd)"	"Zalasta 15mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"15.000mg"	""	10	2	"Olanzapine"
"6456941000033112"	19587711000001108	"Zalasta 2.5mg tablets (Consilient Health Ltd)"	"Zalasta 2.5mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"2.500mg"	""	1	2	"Olanzapine"
"6457041000033113"	19588711000001108	"Zalasta 20mg tablets (Consilient Health Ltd)"	"Zalasta 20mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"20.000mg"	""	100	2	"Olanzapine"
"6457141000033112"	19587911000001108	"Zalasta 5mg tablets (Consilient Health Ltd)"	"Zalasta 5mg tablets"	"Tablet"	"Oral"	"Olanzapine"	"5.000mg"	""	60	2	"Olanzapine"
"6465341000033114"	19609711000001104	"Zalasta 10mg orodispersible tablets (Consilient Health Ltd)"	"Zalasta 10mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10.000mg"	""	1	2	"Olanzapine"
"6465641000033118"	19608211000001108	"Zalasta 5mg orodispersible tablets (Consilient Health Ltd)"	"Zalasta 5mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5.000mg"	""	2	2	"Olanzapine"
"6465941000033113"	19609511000001100	"Olanzapine 5mg orodispersible tablets sugar free"	"Olanzapine 5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"5.000mg"	""	20000	2	"Olanzapine"
"6466041000033115"	19609111000001108	"Olanzapine 10mg orodispersible tablets sugar free"	"Olanzapine 10mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"10.000mg"	""	20000	2	"Olanzapine"
