"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antipsychotic"
"81345"	0	"Olanzapine 5mg tablets (Viatris UK Healthcare Ltd)"	"Olanzapine"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"10565"	7007	"Haloperidol decanoate 50mg/1ml solution for injection ampoules"	"Haloperidol"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs/Antipsychotic Depot Injections"	"Haloperidol"
"77644"	77	"Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"85911"	1	"Fluanxol 500microgram tablets (Dowelhurst Ltd)"	"Flupentixol"	"500microgram"	"Oral tablet"	"Oral"	"Other Antidepressants"	"Flupentixol"
"23162"	23	"Serdolect 16mg tablets (Imported (Denmark))"	"Sertindole"	"16mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Sertindole"
"59593"	0	"Fluanxol 500microgram tablets (Lexon (UK) Ltd)"	"Flupentixol"	"500microgram"	"Oral tablet"	"Oral"	"Other Antidepressants"	"Flupentixol"
"8771"	12054	"Largactil 10mg Tablet (Hawgreen Ltd)"	"Chlorpromazine"	"10mg"	"Oral tablet"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"89619"	14	"Quetiapine 200mg tablets (Kent Pharma (UK) Ltd)"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"25759"	30	"DROPERIDOL"	"Droperidol"	NA	NA	NA	"Unknown"	"Droperidol"
"70122"	141	"Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"54458"	33	"Prochlorperazine 5mg Tablet (Teva UK Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"Antipsychotic Products/-"	"Prochlorperazine"
"79762"	10	"Levomepromazine 2.5mg/5ml oral suspension"	"Levomepromazine"	"500microgram/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"81762"	20	"Chlorpromazine 12.5mg/5ml oral suspension"	"Chlorpromazine"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"8881"	968	"Remoxipride 150mg capsule"	"Remoxipride"	"150mg"	"Capsules"	"Oral"	"Antipsychotic Products"	"Remoxipride"
"57762"	7	"Psytixol 40mg/2ml solution for injection ampoules (Viatris UK Healthcare Ltd)"	"Flupentixol"	"20mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"43520"	662	"Haloperidol 1.5mg tablets (Teva UK Ltd)"	"Haloperidol"	"1.5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"85915"	0	"Quetiapine 25mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"29967"	32	"NEULACTIL FORTE"	"Pericyazine"	NA	NA	NA	"Unknown"	"Pericyazine"
"81975"	1	"Risperidone 500microgram tablets (Relonchem Ltd)"	"Risperidone"	"500microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"60250"	3	"Levomepromazine maleate 3mg/5ml oral solution"	"Levomepromazine"	"600microgram/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"26526"	1	"FLUSPIRILENE 2.00mg/ml"	"Fluspirilene"	NA	NA	NA	"Unknown"	"Fluspirilene"
"91024"	0	"Risperidone 3mg tablets (Dexcel-Pharma Ltd)"	"Risperidone"	"3mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"69787"	1	"Tenprolide XL 300mg tablets (Actavis UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"80487"	0	"Aripiprazole 5mg tablets (Sandoz Ltd)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"46436"	442	"Xeplion 75mg/0.75ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"100mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"35684"	2002	"Pipotiazine 50mg/1ml solution for injection ampoules"	"Pipotiazine"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"Unknown"	"Pipotiazine"
"82582"	23	"Seroquel 100mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"18352"	1998	"Sulpitil 200mg tablets (Pfizer Ltd)"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"42242"	209	"Clozapine 50mg/ml oral suspension sugar free"	"Clozapine"	"50mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"83460"	0	"Risperidone 3mg tablets (Almus Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Oral tablet"	"Oral"	"Unknown"	"Risperidone"
"34693"	6	"Chlorpromazine 25mg tablets (Thornton & Ross Ltd)"	"Chlorpromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"26544"	332	"Solian 100 tablets (Sanofi)"	"Amisulpride"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"71734"	9	"Zypadhera 405mg powder and solvent for prolonged-release suspension for injection vials (Neon Healthcare Ltd)"	"Olanzapine"	"405mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs/Antipsychotic Depot Injections"	"Olanzapine"
"1192"	378538	"Thioridazine 10mg tablets"	"Thioridazine"	"10mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"3226"	36	"Sparine 50mg Tablet (Wyeth Pharmaceuticals)"	"Promazine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Promazine"
"56193"	1352	"Olanzapine 5mg oral lyophilisates sugar free"	"Olanzapine"	NA	NA	NA	"Unknown"	"Olanzapine"
"61747"	2953	"Ebesque XL 300mg tablets (Ethypharm UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"84005"	1	"Quetiapine 100mg tablets (Milpharm Ltd)"	"Quetiapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"41970"	36	"Fluphenazine decanoate 25mg/1ml solution for injection ampoules (Hospira UK Ltd)"	"Fluphenazine"	"25mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"59008"	7	"Prochlorperazine 3mg buccal tablets (Advanz Pharma)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"38827"	1158	"Triptafen-M tablets (Mercury Pharma Group Ltd)"	"Perphenazine"	"10mg + 2mg"	"Oral tablet"	"Oral"	"Unknown"	"Perphenazine"
"14610"	1344	"Promazine 50mg/5ml oral solution sugar free"	"Promazine"	"50mg/5ml"	"Syrup Sugar-Free"	"Oral"	"Antipsychotic Products"	"Promazine"
"63087"	17806	"Biquelle XL 300mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"15128"	1947	"Droperidol 1mg/ml liquid"	"Droperidol"	"1mg/ml"	"Liquid"	"Oral"	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"
"86782"	3	"Olanzapine 5mg/5ml oral suspension"	"Olanzapine"	"1mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"21964"	759	"Zyprexa 7.5mg tablets (Neon Healthcare Ltd)"	"Olanzapine"	"7.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"78913"	1889	"Aripiprazole 1mg/ml oral solution sugar free"	"Aripiprazole"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"63155"	46	"Olanzapine 7.5mg tablets (Actavis UK Ltd)"	"Olanzapine"	"7.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"5762"	139	"Clopixol acuphase 50mg/ml Oily injection (Lundbeck Ltd)"	"Zuclopenthixol"	"50mg/ml"	"Oily Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"Antipsychotic Products"	"Zuclopenthixol"
"8775"	241	"STELAZINE TAB"	"Trifluoperazine"	NA	"Tablet"	"Oral"	"Unknown"	"Trifluoperazine"
"2474"	114587	"Chlorpromazine 10mg tablets"	"Chlorpromazine"	"10mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"13369"	233	"Droleptan 1mg/ml Oral solution (Janssen-Cilag Ltd)"	"Droperidol"	"1mg/ml"	"Oral Solution"	"Oral"	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"
"25653"	2	"Chloractil 50mg Tablet (DDSA Pharmaceuticals Ltd)"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"3227"	13226	"Sparine 50mg/5ml Liquid (Wyeth Pharmaceuticals)"	"Promazine"	"50mg/5ml"	"Liquid"	"Oral"	"Antipsychotic Products"	"Promazine"
"17050"	97	"Sertindole 20mg tablets"	"Sertindole"	"20mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Sertindole"
"12073"	22455	"Clopixol Conc 500mg/1ml solution for injection ampoules (Lundbeck Ltd)"	"Zuclopenthixol"	"500mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"237"	4304	"PROCHLORPERAZINE 5 MG ELI"	"Prochlorperazine"	NA	NA	NA	"Unknown"	"Prochlorperazine"
"61746"	1823	"Ebesque XL 400mg tablets (Ethypharm UK Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"28979"	0	"THIORIDAZINE  100mg/5ml"	"Thioridazine"	NA	NA	NA	"Unknown"	"Thioridazine"
"26082"	5	"THIORIDAZINE 25mg/5ml"	"Thioridazine"	NA	NA	NA	"Unknown"	"Thioridazine"
"32838"	109	"Haloperidol 1.5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Haloperidol"	"1.5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"67334"	26	"Seroquel XL 50mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"89748"	45	"Risperdal 3mg tablets (Sigma Pharmaceuticals Plc)"	"Risperidone"	"3mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"2801"	8500	"Thioridazine 10mg/5ml Oral solution"	"Thioridazine"	"10mg/5ml"	"Oral Solution"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"34810"	69	"Sulpiride 200mg tablets (Wockhardt UK Ltd)"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"19976"	688	"Zyprexa 15mg tablets (Neon Healthcare Ltd)"	"Olanzapine"	"15mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"64567"	3	"Pimozide 1mg tablets"	"Pimozide"	"1mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Pimozide"
"3932"	2558	"Prochlorperazine 25mg tablets"	"Prochlorperazine"	"25mg"	"Oral tablet"	"Oral"	"Unknown"	"Prochlorperazine"
"8047"	19801	"Clozapine 100mg tablets"	"Clozapine"	"100mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"21047"	1	"Triperidol 0.5mg Tablet (Lagap)"	"Trifluperidol"	"0.5mg"	"Tablet"	"Oral"	"Antipsychotic Products"	"Trifluperidol"
"18132"	5736	"Abilify 5mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"20571"	96	"Fluphenazine with nortriptyline 500microgramswith10mg Tablet"	"Fluphenazine"	"500mcg + 10mg"	"Tablet"	"Oral"	"Tricyclic And Related Antidepressants"	"Fluphenazine"
"66652"	1	"Decazate 25mg/ml Injection (Berk Pharmaceuticals Ltd)"	"Fluphenazine"	"25mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"8493"	13334	"Motipress tablets (Sanofi-Synthelabo Ltd)"	"Fluphenazine"	"30mg + 1.5mg"	"Oral tablet"	"Oral"	"Unknown"	"Fluphenazine"
"43420"	30	"Prochlorperazine 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"45880"	18087	"Haloperidol 5mg/5ml oral solution sugar free"	"Haloperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"89615"	23	"Psyquet XL 300mg tablets (Sandoz Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"47083"	2230	"Olanzapine 20mg orodispersible tablets"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"Unknown"	"Olanzapine"
"64957"	95	"Risperidone 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"38937"	14232	"Seroquel XL 300mg tablets (Luye Pharma Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"46889"	283	"Amisulpride 25mg/5ml oral solution"	"Amisulpride"	"5mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"55661"	0	"Risperidone 1mg tablets (Kent Pharma (UK) Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"2135"	445437	"Sulpiride 200mg tablets"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"40162"	20	"Trifluoperazine 1mg tablets (A A H Pharmaceuticals Ltd)"	"Trifluoperazine"	"1mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"42816"	18	"Thioridazine 50mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)"	"Thioridazine"	"50mg/5ml"	"Oral Solution"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"59938"	2	"Levomepromazine 25mg/1ml solution for injection ampoules (Wockhardt UK Ltd)"	"Levomepromazine"	"25mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"15645"	21	"HALDOL 20 MG TAB"	"Haloperidol"	NA	"Tablet"	"Oral"	"Unknown"	"Haloperidol"
"89492"	18	"Olanzapine 7.5mg tablets (Kent Pharma (UK) Ltd)"	"Olanzapine"	"7.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"19900"	103	"Sertindole 16mg tablets"	"Sertindole"	"16mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Sertindole"
"57217"	1	"Risperidone 1mg tablets (Viatris UK Healthcare Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"69635"	469	"Mintreleq XL 400mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"14130"	9597	"Depixol Low Volume 200mg/1ml solution for injection ampoules (Lundbeck Ltd)"	"Flupentixol"	"200mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"61153"	0	"Chlorpromazine 25mg tablets (Phoenix Healthcare Distribution Ltd)"	"Chlorpromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"4401"	835	"Prochlorperazine maleate 10mg modified release capsule"	"Prochlorperazine"	"10mg"	"Modified Release Capsules"	"Oral"	"Antipsychotic Products/-"	"Prochlorperazine"
"85455"	1	"Psytixol 200mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)"	"Flupentixol"	"200mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"56647"	0	"Quetiapine 300mg tablets (Arrow Generics Ltd)"	"Quetiapine"	"300mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"82409"	0	"Risperidone 2mg tablets (Sandoz Ltd)"	"Risperidone"	"2mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"16323"	8998	"Perphenazine 2mg with Amitriptyline 10mg tablet"	"Perphenazine"	"2mg + 10mg"	"Tablets"	"Oral"	"Antipsychotic Products/Tricyclic And Related Antidepressants"	"Perphenazine"
"64484"	84	"Quetiapine 200mg/5ml oral suspension"	"Quetiapine"	"40mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"37606"	129	"Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"10mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"8689"	3865	"Vertigon spansule 10 10mg Spansule (GlaxoSmithKline Consumer Healthcare)"	"Prochlorperazine"	"10mg"	"Spansule"	"Oral"	"Antipsychotic Products/-"	"Prochlorperazine"
"47152"	900	"Olanzapine 15mg orodispersible tablets"	"Olanzapine"	"15mg"	"Orodispersible tablet"	"Oral"	"Unknown"	"Olanzapine"
"41645"	7	"Chlorpromazine 25mg/ml Injection (Antigen Pharmaceuticals)"	"Chlorpromazine"	"25mg/ml"	"Injection"	"Intramuscular Deep Injection"	"Antipsychotic Products/-"	"Chlorpromazine"
"83661"	379	"Risperidone 250microgram tablets (Zentiva Pharma UK Ltd)"	"Risperidone"	"250microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"3281"	1211853	"Olanzapine 5mg tablets"	"Olanzapine"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"1208"	154625	"Triptafen tablets (Advanz Pharma)"	"Perphenazine"	"25mg + 2mg"	"Oral tablet"	"Oral"	"Tricyclic And Related Antidepressants"	"Perphenazine"
"89601"	1	"Risperidone 2mg tablets (Viatris UK Healthcare Ltd)"	"Risperidone"	"2mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"16006"	3360	"Risperdal Quicklet 2mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperidone"	"2mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"61075"	679	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"400mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"89350"	0	"Quetiapine 200mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"88936"	1	"Atrolak XL 150mg tablets (Accord-UK Ltd)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"38089"	1456	"Promazine 50mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Promazine"	"10mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"7382"	24441	"Risperidone 500microgram orodispersible tablets sugar free"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"16434"	7370	"Risperidone 25mg powder and solvent for prolonged-release suspension for injection vials"	"Risperidone"	"25mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"21709"	3502	"Seroquel 300mg tablets (Luye Pharma Ltd)"	"Quetiapine"	"300mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"9794"	593031	"Quetiapine 200mg tablets"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"55871"	2	"Haloperidol 2mg/ml Liquid (Hillcross Pharmaceuticals Ltd)"	"Haloperidol"	"2mg/ml"	"Liquid"	NA	"Antipsychotic Products/-"	"Haloperidol"
"23340"	7	"MODECATE CONC"	"Fluphenazine"	NA	NA	NA	"Unknown"	"Fluphenazine"
"4442"	15642	"Nozinan 25mg/1ml solution for injection ampoules (Neuraxpharm UK Ltd)"	"Levomepromazine"	"25mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"3953"	123200	"Fluanxol 500microgram tablets (Lundbeck Ltd)"	"Flupentixol"	"500microgram"	"Oral tablet"	"Oral"	"Other Antidepressants"	"Flupentixol"
"19033"	48	"CHLORPROMAZINE HCl 50 MG INJ"	"Chlorpromazine"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Chlorpromazine"
"89644"	32	"Sulpiride 200mg tablets (DE Pharmaceuticals)"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"65321"	2	"Risperidone 500microgram tablets (Teva UK Ltd)"	"Risperidone"	"500microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"56072"	10893	"Olanzapine 20mg orodispersible tablets"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"4820"	44083	"Risperdal 1mg tablets (Janssen-Cilag Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"65843"	15	"Levomepromazine 6mg/5ml oral suspension"	"Levomepromazine"	"1.2mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"54429"	2055	"Stemetil 5mg tablets (Waymade Healthcare Plc)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"9975"	12793	"Haloperidol 1mg/ml sugar free Oral solution"	"Haloperidol"	"1mg/ml"	"Oral Solution"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"38540"	194	"Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"71201"	56	"Levomepromazine 62.5mg/5ml oral suspension"	"Levomepromazine"	"12.5mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"6443"	196233	"Promazine 25mg/5ml oral solution"	"Promazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"74088"	1	"Chlorpromazine 25mg suppositories"	"Chlorpromazine"	"25mg"	"Suppository"	"Rectal"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"19752"	580	"DEPIXOL (10ML VIAL)"	"Flupentixol"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Flupentixol"
"25909"	10	"Perphenazine 4mg/5ml Oral solution sugar free"	"Perphenazine"	"4mg/5ml"	"Syrup Sugar-Free"	"Oral"	"Antipsychotic Products/-"	"Perphenazine"
"13484"	1291	"Serenace 10mg tablets (Teva UK Ltd)"	"Haloperidol"	"10mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"55848"	6	"Haloperidol 5mg/1ml solution for injection ampoules (Advanz Pharma)"	"Haloperidol"	"5mg/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"89961"	14	"Amisulpride 200mg tablets (Accord-UK Ltd)"	"Amisulpride"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"87034"	32	"Aripiprazole 15mg tablets (Milpharm Ltd)"	"Aripiprazole"	"15mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"74797"	547	"Buccastem 3mg tablets (DE Pharmaceuticals)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"35391"	905	"Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules"	"Fluphenazine"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"9340"	10571	"Risperdal 3mg tablets (Janssen-Cilag Ltd)"	"Risperidone"	"3mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"13607"	14638	"Proziere 5mg tablets (Ashbourne Pharmaceuticals Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"21675"	14	"THIOPROPERAZINE MESYLATE 25 MG TAB"	"Thioproperazine"	NA	"Tablet"	"Oral"	"Unknown"	"Thioproperazine"
