"MedCodeId"	"CleansedReadCode"	"Term"	"cat"
"7500191000006118"	""	"maturity onset diabetes of the young, type 1"	"Other"
"7500211000006117"	""	"pre-existing diabetes mellitus in pregnancy"	"Unknown"
"7500351000006110"	""	"renal cysts and diabetes syndrome"	"Other"
"7507871000006114"	""	"diabetes self management plan"	"Unknown"
"7565341000006118"	""	"diabetes clinic"	"Unknown"
"7567341000006113"	""	"diabetes foot care clinic"	"Unknown"
"7567351000006110"	""	"diabetes in pregnancy clinic"	"Poss gestational"
"7567371000006117"	""	"diabetic retinopathy clinic"	"Unknown"
"7613941000006113"	""	"diabetic glomerulosclerosis"	"Unknown"
"7708051000006112"	""	"gastroparesis due to diabetes mellitus type i"	"Type 1"
"7708081000006116"	""	"gastroparesis due to diabetes mellitus"	"Unknown"
"7728071000006113"	""	"referral to diabetes service"	"Unknown"
"7741101000006113"	""	"diabetic embryopathy"	"Unknown"
"7790731000006115"	""	"maternal history of diabetes mellitus type 2"	"Type 2"
"7804621000006115"	""	"not suitable for desmond (diabetes education and self management for ongoing and newly diagnosed) program"	"Type 2"
"7809991000006111"	""	"insulin refused"	"Type 2"
"7812121000006117"	""	"diabetic retinopathy of eye not detected"	"Unknown"
"7812131000006119"	""	"diabetic retinopathy absent"	"Unknown"
"7812871000006112"	""	"maternal history of gestational diabetes"	"Def gestational"
"7828041000006115"	""	"diabetic retinal eye exam"	"Unknown"
"7851731000006116"	""	"diabetic mastopathy"	"Unknown"
"7861581000006118"	""	"diabetic radiculoplexus neuropathy"	"Unknown"
"7863801000006113"	""	"lumbosacral plexopathy co-occurrent and due to diabetes mellitus"	"Unknown"
"7863811000006111"	""	"lumbosacral plexopathy with diabetes mellitus"	"Unknown"
"7966571000006116"	""	"mixed hyperlipidaemia associated with type ii diabetes mellitus"	"Type 2"
"7966611000006114"	""	"chronic kidney disease stage 5 due to type 2 diabetes mellitus"	"Type 2"
"7966641000006113"	""	"chronic kidney disease stage 4 due to type 2 diabetes mellitus"	"Type 2"
"7966691000006116"	""	"chronic kidney disease stage 3 due to type 2 diabetes mellitus"	"Type 2"
"7966761000006115"	""	"chronic kidney disease stage 2 due to type 2 diabetes mellitus"	"Type 2"
"7966791000006111"	""	"chronic kidney disease stage 1 due to type 2 diabetes mellitus"	"Type 2"
"7966931000006114"	""	"angina associated with type 2 diabetes mellitus"	"Type 2"
"7968751000006116"	""	"diabetes mellitus type 2 without retinopathy"	"Type 2"
"7969001000006112"	""	"foot ulcer due to type 2 diabetes mellitus"	"Type 2"
"7979841000006113"	""	"diabetic retinal eye exam not done"	"Unknown"
"8006221000006115"	""	"microalbuminuria due to type 1 diabetes mellitus"	"Type 1"
"8012061000006117"	""	"type 2 diabetic on insulin"	"Type 2"
"8012071000006112"	""	"type ii diabetes on insulin"	"Type 2"
"8012081000006110"	""	"type 2 diabetic on diet only"	"Type 2"
"8012091000006113"	""	"type ii diabetes on diet only"	"Type 2"
"8014501000006115"	""	"diabetes mellitus type 1 without retinopathy"	"Type 1"
"8016601000006114"	""	"postpartum gestational diabetes mellitus"	"Def gestational"
"8016611000006112"	""	"gestational diabetes, delivered"	"Def gestational"
"8016621000006116"	""	"gestational diabetes mellitus complicating pregnancy"	"Def gestational"
"8016631000006118"	""	"gestational dm antepartum"	"Def gestational"
"8024771000006113"	""	"rubeosis iridis due to type 1 diabetes mellitus"	"Type 1"
"8026041000006113"	""	"forefoot ulcer due to type 2 diabetes mellitus"	"Type 2"
"8026061000006112"	""	"heel and/or midfoot ulcer due to type 1 diabetes mellitus"	"Type 1"
"8027391000006115"	""	"chronic kidney disease stage 1 due to type 1 diabetes mellitus"	"Type 1"
"8027491000006113"	""	"chronic kidney disease stage 5 due to type 1 diabetes mellitus"	"Type 1"
"8027521000006110"	""	"microalbuminuria due to type 2 diabetes mellitus"	"Type 2"
"8033291000006116"	""	"pre-existing diabetes mellitus in mother complicating childbirth"	"Unknown"
"8035211000006110"	""	"dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus"	"Type 2"
"8044061000006119"	""	"hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus"	"Type 2"
"8044171000006110"	""	"neuropathic toe ulcer due to type 2 diabetes mellitus"	"Type 2"
"8044221000006116"	""	"ischaemic foot ulcer due to type 2 diabetes mellitus"	"Type 2"
"8048421000006113"	""	"proteinuria due to type 2 diabetes mellitus"	"Type 2"
"8060931000006110"	""	"no diabetic retinopathy"	"Unknown"
"8064411000006119"	""	"diabetic with adequate control"	"Unknown"
"8077141000006113"	""	"proteinuria due to type 1 diabetes mellitus"	"Type 1"
"8082941000006118"	""	"attended desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme"	"Type 2"
"8082951000006116"	""	"attended diabetes education and self management for ongoing and newly diagnosed structured programme"	"Type 2"
"8084961000006111"	""	"diabetes type ii review"	"Type 2"
"8097461000006110"	""	"information sharing consent status for national screening programme for diabetic retinopathy"	"Unknown"
"8098221000006116"	""	"attended expert patient education versus routine treatment diabetes structured education programme"	"Type 2"
"8098241000006111"	""	"attended xpert (expert patient education versus routine treatment) diabetes structured education programme"	"Type 2"
"8098261000006110"	""	"attended dose adjustment for normal eating diabetes structured education programme"	"Type 1"
"8098281000006117"	""	"attended dafne (dose adjustment for normal eating) diabetes structured education programme"	"Type 1"
"8098291000006119"	""	"dose adjustment for normal eating diabetes structured education programme completed"	"Type 1"
"8098311000006115"	""	"dafne (dose adjustment for normal eating) diabetes structured education programme completed"	"Type 1"
"8098321000006111"	""	"diabetes education and self management for ongoing and newly diagnosed structured programme completed"	"Type 2"
"8098341000006116"	""	"desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme completed"	"Type 2"
"8098351000006119"	""	"expert patient education versus routine treatment diabetes structured education programme completed"	"Type 2"
"8098371000006112"	""	"xpert (expert patient education versus routine treatment) diabetes structured education programme completed"	"Type 2"
"8098861000006114"	""	"referral to dose adjustment for normal eating diabetes structured education programme"	"Type 1"
"8098931000006110"	""	"referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme"	"Type 2"
"8098951000006115"	""	"referral to desmond (diabetes education and self management for ongoing and newly diagnosed) diabetes structured programme"	"Type 2"
"8098961000006118"	""	"referral to expert patient education versus routine treatment diabetes structured education programme"	"Type 2"
"8098981000006111"	""	"referral to xpert (expert patient education versus routine treatment) diabetes structured education programme"	"Type 2"
"8099131000006117"	""	"did not complete dose adjustment for normal eating diabetes structured education programme"	"Type 1"
"8099151000006112"	""	"did not complete dafne (dose adjustment for normal eating) diabetes structured education programme"	"Type 1"
"8099161000006114"	""	"did not complete diabetes education and self management for ongoing and newly diagnosed structured programme"	"Type 2"
"8099181000006116"	""	"did not complete desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme"	"Type 2"
"8099221000006113"	""	"did not complete expert patient education versus routine treatment diabetes structured education programme"	"Type 2"
"8099281000006112"	""	"did not attend dose adjustment for normal eating diabetes structured education programme"	"Type 1"
"8099301000006111"	""	"did not attend dafne (dose adjustment for normal eating) diabetes structured education programme"	"Type 1"
"8099311000006114"	""	"did not attend diabetes education and self management for ongoing and newly diagnosed structured programme"	"Type 2"
"8099331000006115"	""	"did not attend desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme"	"Type 2"
"8099341000006113"	""	"did not attend expert patient education versus routine treatment diabetes structured education programme"	"Type 2"
"8099361000006112"	""	"did not attend xpert (expert patient education versus routine treatment) diabetes structured education programme"	"Type 2"
"8118151000006112"	""	"hyperosmolarity co-occurrent and due to drug induced diabetes mellitus"	"Other"
"8119331000006114"	""	"hyperglycaemia due to type 1 diabetes mellitus"	"Type 1"
"8120401000006111"	""	"hyperosmolar coma due to secondary diabetes mellitus"	"Other"
"8120431000006115"	""	"mild nonproliferative retinopathy due to secondary diabetes mellitus"	"Other"
"8195201000006113"	""	"history of diabetic complication"	"Unknown"
"8232101000006117"	""	"referral to type i diabetes structured education programme"	"Type 1"
"8236711000006119"	""	"dna (did not attend) diabetes foot screening"	"Unknown"
"8239331000006119"	""	"insulin sensitivity factor - breakfast"	"Unknown"
"8239341000006112"	""	"insulin sensitivity factor - lunch"	"Unknown"
"8239351000006114"	""	"insulin sensitivity factor - evening meal"	"Unknown"
"8239371000006116"	""	"insulin/carbohydrate ratio - evening meal"	"Unknown"
"8239391000006115"	""	"insulin/carbohydrate ratio - lunch"	"Unknown"
"8239401000006118"	""	"insulin/carbohydrate ratio - breakfast"	"Unknown"
"8239411000006115"	""	"active insulin time"	"Unknown"
"8240001000006116"	""	"mean total daily insulin dose"	"Unknown"
"8240511000006110"	""	"h/o: secondary diabetes mellitus"	"Other"
"8240791000006113"	""	"insulin/carbohydrate ratio"	"Unknown"
"8240801000006114"	""	"insulin sensitivity factor"	"Unknown"
"8241041000006113"	""	"symptomatic diabetic peripheral neuropathy"	"Unknown"
"8241691000006114"	""	"h/o: diabetic nephropathy"	"Unknown"
"8241711000006112"	""	"discussion about changing insulin requirement in pregnancy"	"Unknown"
"8242331000006114"	""	"diabetic retinopathy detected by national screening programme"	"Unknown"
"8242811000006111"	""	"no h/o: diabetic nephropathy"	"Unknown"
"8242821000006115"	""	"no diabetic autonomic neuropathy"	"Unknown"
"8243411000006117"	""	"referral to desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme declined"	"Type 2"
"8244671000006110"	""	"h/o diabetic ketoacidosis"	"Unknown"
"8259001000006114"	""	"self management of diabetes"	"Unknown"
"8259591000006113"	""	"referral to diabetic clinic"	"Unknown"
"8263801000006112"	""	"variable rate intravenous infusion of insulin"	"Unknown"
"8264221000006117"	""	"management of gestational diabetes mellitus"	"Def gestational"
"8267041000006114"	""	"diabetes monitoring injection site check declined"	"Unknown"
"8267081000006115"	""	"diabetes monitoring injection site not checked"	"Unknown"
"8275381000006118"	""	"endocrinology and diabetes"	"Unknown"
"8279271000006111"	""	"provision of written information about diabetes"	"Unknown"
"8283131000006114"	""	"date insulin pump therapy started"	"Unknown"
"8283141000006116"	""	"date insulin pump therapy stopped"	"Unknown"
"8286801000006115"	""	"education about diabetic neuropathy"	"Unknown"
"8286821000006113"	""	"education about diabetic nephropathy"	"Unknown"
"8286851000006116"	""	"education about diabetic retinopathy"	"Unknown"
"8297051000006113"	""	"referral to dafne (dose adjustment for normal eating) diabetes structured education programme declined"	"Type 1"
"8352721000006117"	""	"diabetic medicine service"	"Unknown"
"8413691000006118"	""	"x-pert (expert patient education versus routine treatment) first steps diabetes self-management programme completed"	"Type 2"
"8428501000006113"	""	"seen in diabetes preconception counselling clinic"	"Unknown"
"8428511000006111"	""	"seen in community diabetes antenatal clinic"	"Poss gestational"
"8428521000006115"	""	"seen in hospital diabetes antenatal clinic"	"Poss gestational"
"8438161000006115"	""	"type 2 diabetes mellitus risk assessment invitation"	"Type 2"
"8438181000006113"	""	"type 2 diabetes mellitus risk assessment invitation first letter"	"Type 2"
"8438201000006114"	""	"type 2 diabetes mellitus risk assessment invitation second letter"	"Type 2"
"8438221000006116"	""	"type 2 diabetes mellitus risk assessment invitation third letter"	"Type 2"
"8438261000006110"	""	"type 2 diabetes mellitus risk assessment telephone invitation"	"Type 2"
"8438281000006117"	""	"type 2 diabetes mellitus risk assessment invitation sms (short message service) text message"	"Type 2"
"8439941000006112"	""	"diabetes monitoring sms (short message service) text message first invitation"	"Unknown"
"8439961000006111"	""	"diabetes monitoring sms (short message service) text message second invitation"	"Unknown"
"8439971000006116"	""	"diabetes monitoring sms (short message service) text message third invitation"	"Unknown"
"8440231000006115"	""	"eating disorder co-occurrent with diabetes mellitus type 1"	"Type 1"
"8454931000006116"	""	"paediatric diabetes service"	"Unknown"
"8459531000006110"	""	"diabetes monitoring invitation email"	"Unknown"
"9313441000006115"	""	"diabetes type 2 with diabetic ulcer of left foot"	"Type 2"
"11633211000006112"	""	"atypical diabetes mellitus"	"Other"
"11633221000006116"	""	"adm - atypical diabetes mellitus"	"Other"
"11924351000006118"	""	"diabetes treatment satisfaction questionnaire"	"Unknown"
"11931121000006112"	""	"diabetes distress scale 17 item"	"Unknown"
"12010081000006119"	""	"provision of patient held diabetes record declined"	"Unknown"
"12078901000006118"	""	"cataract of right eye due to diabetes mellitus"	"Unknown"
"12078931000006114"	""	"cataract of left eye due to diabetes mellitus"	"Unknown"
"12078961000006117"	""	"diabetic cataract of bilateral eyes"	"Unknown"
"12085021000006113"	""	"preproliferative diabetic retinopathy of right eye"	"Unknown"
"12085031000006111"	""	"preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus"	"Unknown"
"12085051000006116"	""	"preproliferative diabetic retinopathy of left eye"	"Unknown"
"12085071000006114"	""	"mild nonproliferative diabetic retinopathy of right eye"	"Unknown"
"12085091000006110"	""	"mild non-proliferative diabetic retinopathy of right eye"	"Unknown"
"12085121000006114"	""	"mild nonproliferative diabetic retinopathy of left eye"	"Unknown"
"12085141000006119"	""	"mild non-proliferative diabetic retinopathy of left eye"	"Unknown"
"12085171000006110"	""	"moderate nonproliferative diabetic retinopathy of right eye"	"Unknown"
"12085181000006113"	""	"moderate non-proliferative diabetic retinopathy of right eye"	"Unknown"
"12085211000006112"	""	"moderate nonproliferative diabetic retinopathy of left eye"	"Unknown"
"12085231000006118"	""	"moderate non-proliferative diabetic retinopathy of left eye"	"Unknown"
"12085251000006113"	""	"severe nonproliferative diabetic retinopathy of right eye"	"Unknown"
"12085291000006119"	""	"severe nonproliferative diabetic retinopathy of left eye"	"Unknown"
"12085721000006110"	""	"diabetic macular oedema of right eye"	"Unknown"
"12085761000006116"	""	"diabetic macular oedema of left eye"	"Unknown"
"12085791000006112"	""	"diabetic macular edema of left eye"	"Unknown"
"12085891000006118"	""	"clinically significant macular oedema of right eye co-occurrent and due to diabetes mellitus"	"Unknown"
"12085921000006112"	""	"clinically significant macular oedema of left eye due to diabetes mellitus"	"Unknown"
"12086281000006113"	""	"diabetic maculopathy of right eye"	"Unknown"
"12086331000006116"	""	"diabetic maculopathy of left eye"	"Unknown"
"12102571000006117"	""	"clinically significant macular oedema with diabetes mellitus"	"Unknown"
"12115561000006115"	""	"remote diabetes structured education and support programme commenced"	"Unknown"
"12115571000006110"	""	"remote diabetes structured education and support programme completed"	"Unknown"
"12116461000006113"	""	"did not commence remote structured diabetes education and support programme"	"Unknown"
"12117381000006110"	""	"referral for diabetic care"	"Unknown"
"12121371000006111"	""	"diabetes structured education programme offered"	"Unknown"
"12121381000006114"	""	"diabetic retinopathy screening offered"	"Unknown"
"12166111000006116"	""	"retinopathy due to diabetes mellitus"	"Unknown"
"12180791000006114"	""	"diabetic lumbosacral plexopathy"	"Unknown"
"12185421000006113"	""	"polyneuropathy due to diabetes mellitus"	"Unknown"
"12189891000006110"	""	"pdr - proliferative diabetic retinopathy"	"Unknown"
"12224731000006112"	""	"moderate non-proliferative diabetic retinopathy"	"Unknown"
"12224761000006115"	""	"severe npdr (nonproliferative diabetic retinopathy)"	"Unknown"
"12224911000006115"	""	"focal exudative diabetic maculopathy"	"Unknown"
"12300391000006115"	""	"macular oedema not clinically significant with diabetes mellitus"	"Unknown"
"12363701000006117"	""	"gastroparesis with diabetes mellitus"	"Unknown"
"12489821000006114"	""	"diabetes key contact"	"Unknown"
"12490031000006110"	""	"patient offered diabetes structured education programme"	"Unknown"
"12490041000006117"	""	"diabetic retinopathy screening offered"	"Unknown"
"12623631000006115"	""	"referral to online diabetes structured education programme"	"Unknown"
"12623641000006113"	""	"referral to help-diabetes (healthy living for people with diabetes) online self-management programme"	"Type 2"
"12626341000006114"	""	"qof (quality and outcomes framework) diabetes mellitus quality indicator-related care invitation"	"Unknown"
"12702381000006118"	""	"diabetic oculopathy due to type i diabetes mellitus"	"Type 1"
"12704401000006110"	""	"diabetic oculopathy"	"Unknown"
"12704411000006113"	""	"peripheral circulatory disorder associated with diabetes mellitus"	"Unknown"
"12704971000006113"	""	"neurologic disorder associated with type 2 diabetes mellitus"	"Type 2"
"12704991000006114"	""	"ketoacidotic coma in type 2 diabetes mellitus"	"Type 2"
"12705021000006112"	""	"clinically significant macular oedema of right eye due to diabetes mellitus"	"Unknown"
"12705071000006113"	""	"gastroparesis due to type 1 diabetes mellitus"	"Type 1"
"12705081000006111"	""	"gastroparesis due to type 2 diabetes mellitus"	"Type 2"
"12734341000006113"	""	"qof (quality and outcomes framework) diabetes mellitus quality indicator-related care invitation using preferred method of communication"	"Unknown"
"12734741000006114"	""	"registration for access to online diabetes self-management application"	"Unknown"
"12734771000006118"	""	"declined to register for access to online diabetes self-management application"	"Unknown"
"13488541000006117"	""	"nonproliferative retinopathy of left eye due to diabetes mellitus"	"Unknown"
"13488551000006115"	""	"nonproliferative retinopathy of right eye due to diabetes mellitus"	"Unknown"
"13767911000006119"	""	"disorder of eye due to diabetes mellitus"	"Unknown"
"13790061000006119"	""	"neuropathic ulcer of foot due to diabetes mellitus"	"Unknown"
"13790071000006114"	""	"neuropathic arthropathy due to diabetes mellitus"	"Unknown"
"13791991000006116"	""	"proteinuric nephropathy due to diabetes mellitus"	"Unknown"
"13810171000006113"	""	"vitreous haemorrhage due to diabetes mellitus"	"Unknown"
"13810181000006111"	""	"macular oedema due to diabetes mellitus"	"Unknown"
"13832391000006118"	""	"infection of foot due to diabetes mellitus"	"Unknown"
"13833601000006113"	""	"hyperosmolar coma due to diabetes mellitus"	"Unknown"
"13916191000006119"	""	"insulin dose"	"Unknown"
"13947541000006114"	""	"administration of insulin using insulin pump"	"Unknown"
"13949561000006119"	""	"no diabetic retinopathy of left eye"	"Unknown"
"13949591000006110"	""	"no diabetic retinopathy of right eye"	"Unknown"
"13949611000006116"	""	"no maculopathy of left eye due to diabetes mellitus"	"Unknown"
"13949621000006112"	""	"no diabetic maculopathy of left eye"	"Unknown"
"13949641000006117"	""	"no maculopathy of right eye due to diabetes mellitus"	"Unknown"
"13949651000006115"	""	"no diabetic maculopathy of right eye"	"Unknown"
"13949711000006112"	""	"diabetic maculopathy of bilateral eyes present"	"Unknown"
"13953211000006119"	""	"ulcer of left foot due to diabetes mellitus"	"Unknown"
"13953411000006118"	""	"at low risk of ulcer of right foot due to diabetes mellitus"	"Unknown"
"13953421000006114"	""	"at low risk of ulcer of left foot due to diabetes mellitus"	"Unknown"
"13966631000006113"	""	"newly diagnosed type 1 diabetes mellitus"	"Type 1"
"14015311000006110"	""	"coronary artery disease due to type 2 diabetes mellitus"	"Type 2"
"14056961000006112"	""	"ketoacidotic coma due to diabetes mellitus"	"Unknown"
"14057771000006116"	""	"lumbosacral radiculoplexus neuropathy due to diabetes mellitus"	"Unknown"
"14057821000006112"	""	"radiculoplexus neuropathy due to diabetes mellitus"	"Unknown"
"14058781000006117"	""	"autonomic neuropathy due to diabetes mellitus"	"Unknown"
"14059421000006119"	""	"proliferative retinopathy due to diabetes mellitus"	"Unknown"
"14060651000006114"	""	"complication due to diabetes mellitus"	"Unknown"
"14067581000006118"	""	"disorder of kidney due to diabetes mellitus"	"Unknown"
"14070771000006115"	""	"loss of hypoglycaemic warning due to diabetes mellitus"	"Unknown"
"14071211000006113"	""	"multiple complications due to type 2 diabetes mellitus"	"Type 2"
"14071331000006110"	""	"chronic painful neuropathy due to diabetes mellitus"	"Unknown"
"14071341000006117"	""	"asymptomatic neuropathy due to diabetes mellitus"	"Unknown"
"14071361000006118"	""	"preproliferative retinopathy due to diabetes mellitus"	"Unknown"
"14071371000006113"	""	"advanced maculopathy due to diabetes mellitus"	"Unknown"
"14071441000006113"	""	"cellulitis of foot due to diabetes mellitus"	"Unknown"
"14071551000006111"	""	"ischaemic ulcer of foot due to diabetes mellitus"	"Unknown"
"14072461000006116"	""	"neuropathy due to diabetes mellitus"	"Unknown"
"14072591000006111"	""	"disorder of macula due to diabetes mellitus"	"Unknown"
"14072621000006113"	""	"traction detachment of retina due to diabetes mellitus"	"Unknown"
"14073071000006111"	""	"severe hyperglycaemia due to diabetes mellitus"	"Unknown"
"14073081000006114"	""	"hypoglycaemic event due to diabetes"	"Unknown"
"14073091000006112"	""	"hypoglycaemia due to diabetes mellitus"	"Unknown"
"14073101000006118"	""	"nocturnal hypoglycaemia due to diabetes mellitus"	"Unknown"
"14077381000006115"	""	"hyperosmolar non-ketotic state due to diabetes mellitus"	"Unknown"
"14077471000006114"	""	"advanced retinal disease due to diabetes mellitus"	"Unknown"
"14077691000006113"	""	"mild nonproliferative retinopathy due to diabetes mellitus"	"Unknown"
"14077701000006113"	""	"moderate nonproliferative retinopathy due to diabetes mellitus"	"Unknown"
"14077711000006111"	""	"severe nonproliferative retinopathy due to diabetes mellitus"	"Unknown"
"14077721000006115"	""	"non-high-risk proliferative retinopathy due to diabetes mellitus"	"Unknown"
"14077731000006117"	""	"high risk proliferative retinopathy due to diabetes mellitus"	"Unknown"
"14077861000006116"	""	"focal exudative maculopathy due to diabetes mellitus"	"Unknown"
"14079681000006115"	""	"nonproliferative retinopathy due to diabetes mellitus"	"Unknown"
"14079871000006119"	""	"hyperosmolar non-ketotic state due to type 2 diabetes mellitus"	"Type 2"
"14083741000006114"	""	"ketoacidosis due to type 1 diabetes mellitus"	"Type 1"
"14083771000006118"	""	"exudative maculopathy due to type 1 diabetes mellitus"	"Type 1"
"14083781000006115"	""	"persistent proteinuria due to type 1 diabetes mellitus"	"Type 1"
"14083811000006118"	""	"persistent microalbuminuria due to type 2 diabetes mellitus"	"Type 2"
"14083831000006112"	""	"retinopathy due to type 1 diabetes mellitus"	"Type 1"
"14083901000006110"	""	"persistent microalbuminuria due to type 1 diabetes mellitus"	"Type 1"
"14083911000006113"	""	"disorder of nervous system due to type 2 diabetes mellitus"	"Type 2"
"14083931000006119"	""	"hypoglycaemic coma due to type 1 diabetes mellitus"	"Type 1"
"14083941000006112"	""	"disorder of nervous system due to type 1 diabetes mellitus"	"Type 1"
"14083961000006111"	""	"gangrene due to type 2 diabetes mellitus"	"Type 2"
"14083991000006115"	""	"ketoacidosis due to type 2 diabetes mellitus"	"Type 2"
"14084041000006114"	""	"persistent proteinuria due to type 2 diabetes mellitus"	"Type 2"
"14084061000006113"	""	"retinopathy due to type 2 diabetes mellitus"	"Type 2"
"14084091000006117"	""	"disorder of nervous system due to diabetes mellitus"	"Unknown"
"14084101000006111"	""	"disorder of eye due to type 2 diabetes mellitus"	"Type 2"
"14084121000006118"	""	"skin ulcer due to diabetes mellitus"	"Unknown"
"14085781000006119"	""	"macroalbuminuric nephropathy due to diabetes mellitus"	"Unknown"
"14090011000006118"	""	"hypoglycaemic coma due to type 2 diabetes mellitus"	"Type 2"
"14092431000006119"	""	"disorder of right macula due to diabetes mellitus"	"Unknown"
"14092441000006112"	""	"disorder of left macula due to diabetes mellitus"	"Unknown"
"14092491000006115"	""	"erectile dysfunction due to diabetes mellitus"	"Unknown"
"14128861000006110"	""	"no evidence of diabetic nephropathy"	"Unknown"
"14174321000006116"	""	"chronic kidney disease stage 5 due to drug induced diabetes mellitus"	"Other"
"14233341000006113"	""	"diabetes care plan"	"Unknown"
