"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antipsychotic"
"11579541000033117"	"Psyquet XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"11694341000033111"	"Paliperidone 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"04020200"	"Paliperidone"
"11694441000033117"	"Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"04020200"	"Paliperidone"
"11694541000033116"	"Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"04020200"	"Paliperidone"
"11694641000033115"	"Paliperidone 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"04020200"	"Paliperidone"
"11694741000033112"	"Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	NA	"Paliperidone"
"11694841000033119"	"Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	NA	"Paliperidone"
"11694941000033110"	"Trevicta 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	NA	"Paliperidone"
"11695041000033110"	"Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection/"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	NA	"Paliperidone"
"11730041000033115"	"Quetiapine 200mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"40.000mg/1.000ml"	"04020100"	"Quetiapine"
"11753641000033118"	"Quetiapine 20mg/ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Quetiapine"	"20.000mg/1.000ml"	"04020100"	"Quetiapine"
"11781941000033118"	"Brancico XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"11782041000033112"	"Brancico XL 200mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"200.000mg"	NA	"Quetiapine"
"11782141000033111"	"Brancico XL 300mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"
"11782241000033116"	"Brancico XL 400mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"400.000mg"	NA	"Quetiapine"
"11782341000033114"	"Brancico XL 50mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"50.000mg"	NA	"Quetiapine"
"11798841000033118"	"Pimozide 2mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Pimozide"	"400.000microgram/1.000ml"	"04020100"	"Pimozide"
"11821541000033119"	"Levomepromazine 62.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"12.500mg/1.000ml"	"04020100"	"Levomepromazine"
"11876741000033116"	"Chlorpromazine 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Chlorpromazine"	"5.000mg/1.000ml"	"04020100"	"Chlorpromazine"
"12428041000033114"	"Atrolak XL 150mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"
"12665341000033110"	"Cariprazine 1.5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Cariprazine"	"1.500mg"	"04020100"	"Cariprazine"
"12665441000033116"	"Cariprazine 3mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Cariprazine"	"3.000mg"	"04020100"	"Cariprazine"
"12665541000033115"	"Cariprazine 4.5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Cariprazine"	"4.500mg"	"04020100"	"Cariprazine"
"12665641000033119"	"Cariprazine 6mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Cariprazine"	"6.000mg"	"04020100"	"Cariprazine"
"12665741000033111"	"Reagila 1.5mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Cariprazine"	"1.500mg"	NA	"Cariprazine"
"12665841000033118"	"Reagila 3mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Cariprazine"	"3.000mg"	NA	"Cariprazine"
"12667641000033113"	"Chlorpromazine 100mg suppositories"	"Suppository"	"Rectal"	"Chlorpromazine"	"100.000mg"	"04020100"	"Chlorpromazine"
"12988741000033118"	"Olanzapine 2.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"2.500mg"	"04020100"	"Olanzapine"
"12988841000033111"	"Olanzapine 7.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"7.500mg"	"04020100"	"Olanzapine"
"12990341000033118"	"Arpoya 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Aripiprazole"	"5.000mg"	NA	"Aripiprazole"
"12990441000033112"	"Arpoya 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Aripiprazole"	"10.000mg"	NA	"Aripiprazole"
"13155441000033117"	"Halkid 200micrograms/ml oral solution"	"Oral solution"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	NA	"Haloperidol"
"13158341000033119"	"Clozapine 100mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"100.000mg"	"04020100"	"Clozapine"
"13158441000033113"	"Clozapine 12.5mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"12.500mg"	"04020100"	"Clozapine"
"13158541000033114"	"Clozapine 200mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"200.000mg"	"04020100"	"Clozapine"
"13158641000033110"	"Clozapine 25mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"25.000mg"	"04020100"	"Clozapine"
"13158741000033118"	"Clozapine 50mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Clozapine"	"50.000mg"	"04020100"	"Clozapine"
"13158841000033111"	"Zaponex 100mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Clozapine"	"100.000mg"	NA	"Clozapine"
"13159041000033112"	"Zaponex 200mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Clozapine"	"200.000mg"	NA	"Clozapine"
"13159141000033111"	"Zaponex 25mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Clozapine"	"25.000mg"	NA	"Clozapine"
"13159241000033116"	"Zaponex 50mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Clozapine"	"50.000mg"	NA	"Clozapine"
"13353241000033112"	"Aripiprazole 1mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Aripiprazole"	"1.000mg/1.000ml"	"04020100"	"Aripiprazole"
"13581641000033117"	"Risperidone 250microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"250.000microgram"	"04020100"	"Risperidone"
"13719041000033113"	"Levomepromazine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"50.000mg"	"04020100"	"Levomepromazine"
"13719141000033112"	"Levomepromazine 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"100.000mg"	NA	"Levomepromazine"
"13734841000033110"	"Quetiapine 600mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"600.000mg"	"04020100"	"Quetiapine"
"13734941000033119"	"Biquelle XL 600mg tablets"	"Modified-release tablet"	"Oral"	"Quetiapine"	"600.000mg"	NA	"Quetiapine"
"13746541000033119"	"Modecate 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"25.000mg/1.000ml"	NA	"Fluphenazine"
"13746741000033110"	"Modecate Concentrate 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"100.000mg/1.000ml"	NA	"Fluphenazine"
"14023941000033116"	"Paliperidone 1g/5ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"04020200"	"Paliperidone"
"14024041000033119"	"Paliperidone 700mg/3.5ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	"04020200"	"Paliperidone"
"14024141000033115"	"Byannli 1000mg/5ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	NA	"Paliperidone"
"14024241000033110"	"Byannli 700mg/3.5ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection"	"Intramuscular"	"Paliperidone"	"200.000mg/1.000ml"	NA	"Paliperidone"
"14025641000033112"	"Risperidone 75mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"75.000mg"	"04020200"	"Risperidone"
"14025741000033115"	"Risperidone 100mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"100.000mg"	"04020200"	"Risperidone"
"14025941000033117"	"Okedi 100mg powder and solvent for prolonged-release suspension for injection pre-filled syringes"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"100.000mg"	NA	"Risperidone"
"14174341000033110"	"Levomepromazine hydrochloride 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Levomepromazine"	"5.000mg/1.000ml"	"04020100"	"Levomepromazine"
"14174441000033116"	"Levorol 5mg/ml oral solution"	"Oral solution"	"Oral"	"Levomepromazine"	"5.000mg/1.000ml"	NA	"Levomepromazine"
"14277841000033113"	"Levomepromazine 6.25mg tablets"	"Oral Tablet"	"Oral"	"Levomepromazine"	"6.250mg"	"04020100"	"Levomepromazine"
"14397741000033119"	"Quetiapine 50mg tablets"	"Oral Tablet"	"Oral"	"Quetiapine"	"50.000mg"	"04020100"	"Quetiapine"
"14397841000033112"	"Quetiapine 400mg tablets"	"Oral Tablet"	"Oral"	"Quetiapine"	"400.000mg"	"04020100"	"Quetiapine"
"14416741000033114"	"Aripiprazole 960mg/3.2ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection"	"Intramuscular"	"Aripiprazole"	"300.000mg/1.000ml"	"04020200"	"Aripiprazole"
"14429441000033118"	"Aripiprazole 720mg/2.4ml prolonged-release suspension for injection pre-filled syringes"	"Prolonged-release suspension for injection"	"Intramuscular"	"Aripiprazole"	"300.000mg/1.000ml"	"04020200"	"Aripiprazole"
