"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Psychotropic"	"group"
"1500241000033116"	"Valproic acid 500mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Valproic"	"500.000mg"	"04080100"	"Valproic"	"Mood Stabilisers"
"1509241000033110"	"Venlafaxine 150mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"150.000mg"	"04030400"	"Venlafaxine"	"Antidepressants"
"1509341000033117"	"Venlafaxine 75mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75.000mg"	"04030400"	"Venlafaxine"	"Antidepressants"
"1512241000033119"	"Venlafaxine 37.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Venlafaxine"	"37.500mg"	"04030400"	"Venlafaxine"	"Antidepressants"
"1512341000033112"	"Venlafaxine 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Venlafaxine"	"75.000mg"	"04030400"	"Venlafaxine"	"Antidepressants"
"1512441000033118"	"Venlafaxine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Venlafaxine"	"50.000mg"	"04030400"	"Venlafaxine"	"Antidepressants"
"1512741000033113"	"Nozinan 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"25.000mg"	NA	"Levomepromazine"	"Antipsychotics"
"1558041000033118"	"Zispin 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Mirtazapine"	"30.000mg"	NA	"Mirtazapine"	"Antidepressants"
"1563441000033114"	"Zuclopenthixol acetate 100mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"50.000mg/1.000ml"	"04020100"	"Zuclopenthixol"	"Antipsychotics"
"1563541000033110"	"Zuclopenthixol acetate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"50.000mg/1.000ml"	"04020100"	"Zuclopenthixol"	"Antipsychotics"
"1563641000033111"	"Zuclopenthixol decanoate 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"200.000mg/1.000ml"	"04020200"	"Zuclopenthixol"	"Antipsychotics"
"1563741000033119"	"Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"500.000mg/1.000ml"	"04020200"	"Zuclopenthixol"	"Antipsychotics"
"1564041000033119"	"Zuclopenthixol 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zuclopenthixol"	"10.000mg"	"04020100"	"Zuclopenthixol"	"Antipsychotics"
"1564141000033115"	"Zuclopenthixol 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zuclopenthixol"	"2.000mg"	"04020100"	"Zuclopenthixol"	"Antipsychotics"
"1564241000033110"	"Zuclopenthixol 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zuclopenthixol"	"25.000mg"	"04020100"	"Zuclopenthixol"	"Antipsychotics"
"1565141000033119"	"Zyprexa 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"10.000mg"	NA	"Olanzapine"	"Antipsychotics"
"1565241000033114"	"Zyprexa 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"5.000mg"	NA	"Olanzapine"	"Antipsychotics"
"1565341000033116"	"Zyprexa 7.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"7.500mg"	NA	"Olanzapine"	"Antipsychotics"
"1583041000033115"	"Cipramil 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"40.000mg"	NA	"Citalopram"	"Antidepressants"
"1583141000033116"	"Citalopram 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"40.000mg"	"04030300"	"Citalopram"	"Antidepressants"
"1583241000033111"	"Cipramil 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"10.000mg"	NA	"Citalopram"	"Antidepressants"
"1583341000033118"	"Citalopram 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"10.000mg"	"04030300"	"Citalopram"	"Antidepressants"
"1603341000033112"	"Doxepin 5% cream"	"Cream/ Cutaneous cream"	"Cutaneous"	"Doxepin"	"50.000mg/1.000gram"	"13030000"	"Doxepin"	"Antidepressants"
"1661141000033114"	"Olanzapine 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"2.500mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"1662441000033114"	"Paroxetine 10mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Paroxetine"	"2.000mg/1.000ml"	"04030300"	"Paroxetine"	"Antidepressants"
"1686141000033119"	"Seroxat 20mg/10ml liquid"	"Oral suspension"	"Oral"	"Paroxetine"	"2.000mg/1.000ml"	NA	"Paroxetine"	"Antidepressants"
"1698441000033110"	"Sulpiride 200mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sulpiride"	"40.000mg/1.000ml"	"04020100"	"Sulpiride"	"Antipsychotics"
"1712041000033111"	"Xepin 5% cream"	"Cream/ Cutaneous cream"	"Cutaneous"	"Doxepin"	"50.000mg/1.000gram"	NA	"Doxepin"	"Antidepressants"
"1713941000033118"	"Zyprexa 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"2.500mg"	NA	"Olanzapine"	"Antipsychotics"
"1719341000033115"	"Chlorpromazine 100mg/5ml oral solution"	"Oral solution"	"Oral"	"Chlorpromazine"	"20.000mg/1.000ml"	"04020100"	"Chlorpromazine"	"Antipsychotics"
"1729541000033118"	"Epimaz 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"100.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1729641000033117"	"Epimaz 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1729741000033114"	"Epimaz 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"400.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"1747541000033114"	"Orlept SF 200mg/5ml liquid"	"Oral solution"	"Oral"	"Valproate"	"40.000mg/1.000ml"	NA	"Valproate"	"Mood Stabilisers"
"1747641000033110"	"Orlept 200mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200.000mg"	NA	"Valproate"	"Mood Stabilisers"
"1747741000033118"	"Orlept 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500.000mg"	NA	"Valproate"	"Mood Stabilisers"
"1765741000033116"	"Zoleptil 100 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"100.000mg"	NA	"Zotepine"	"Antipsychotics"
"1765841000033114"	"Zoleptil 25 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"25.000mg"	NA	"Zotepine"	"Antipsychotics"
"1765941000033118"	"Zoleptil 50 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"50.000mg"	NA	"Zotepine"	"Antipsychotics"
"1766041000033111"	"Zotepine 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"100.000mg"	"04020100"	"Zotepine"	"Antipsychotics"
"1766141000033110"	"Zotepine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"25.000mg"	"04020100"	"Zotepine"	"Antipsychotics"
"1766241000033115"	"Zotepine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"50.000mg"	"04020100"	"Zotepine"	"Antipsychotics"
"1832841000033113"	"Quetiapine Fumarate  Tablets (starter pack)  6x25 mg, 2x100 mg, 2x150 mg"	"Tablet"	"Oral"	"Quetiapine"	NA	NA	"Quetiapine"	"Antipsychotics"
"1832941000033117"	"Seroquel  Tablets (starter pack)  6x25 mg, 2x100 mg, 2x150 mg"	"Tablet"	"Oral"	"Quetiapine"	NA	NA	"Quetiapine"	"Antipsychotics"
"1844641000033118"	"Quetiapine 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"150.000mg"	"04020100"	"Quetiapine"	"Antipsychotics"
"1844741000033110"	"Seroquel 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"150.000mg"	NA	"Quetiapine"	"Antipsychotics"
"1900641000033112"	"Citalopram 40mg/ml oral drops sugar free"	"Oral drops"	"Oral"	"Citalopram"	"40.000mg/1.000ml"	"04030300"	"Citalopram"	"Antidepressants"
"1900741000033115"	"Cipramil 40mg/ml drops"	"Oral drops"	"Oral"	"Citalopram"	"40.000mg/1.000ml"	NA	"Citalopram"	"Antidepressants"
"1923141000033118"	"Felicium 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"20.000mg"	NA	"Fluoxetine"	"Antidepressants"
"2077741000033115"	"Olanzapine 5mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"5.000mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"2077841000033113"	"Olanzapine 10mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10.000mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"2077941000033117"	"Zyprexa 5mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"5.000mg"	NA	"Olanzapine"	"Antipsychotics"
"2078041000033119"	"Zyprexa 10mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10.000mg"	NA	"Olanzapine"	"Antipsychotics"
"2078841000033114"	"Lomont 70mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lofepramine"	"14.000mg/1.000ml"	NA	"Lofepramine"	"Antidepressants"
"2188141000033115"	"Risperdal 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"500.000microgram"	NA	"Risperidone"	"Antipsychotics"
"2188241000033110"	"Risperidone 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"500.000microgram"	"04020100"	"Risperidone"	"Antipsychotics"
"2215541000033118"	"Feprapax 70mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lofepramine"	"70.000mg"	NA	"Lofepramine"	"Antidepressants"
"2216641000033113"	"Amisulpride 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"400.000mg"	"04020100"	"Amisulpride"	"Antipsychotics"
"2216741000033116"	"Solian 400 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"400.000mg"	NA	"Amisulpride"	"Antipsychotics"
"2266041000033115"	"Carbamazepine 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	"04080100"	"Carbamazepine"	"Mood Stabilisers"
"2266141000033116"	"Carbamazepine 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	"04080100"	"Carbamazepine"	"Mood Stabilisers"
"2271441000033112"	"Depakote 250mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"250.000mg"	NA	"Valproate"	"Mood Stabilisers"
"2271541000033113"	"Depakote 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500.000mg"	NA	"Valproate"	"Mood Stabilisers"
"2446641000033118"	"*Lithium Carbonicum  Tablets"	"Tablet"	"Oral"	"Lithium"	NA	NA	"Lithium"	"Mood Stabilisers"
"2447041000033114"	"*Lithium Carbonicum  Pills (Sucrose)"	"Tablet"	"Oral"	"Lithium"	NA	NA	"Lithium"	"Mood Stabilisers"
"2584441000033110"	"Lamotrigine 2mg dispersible tablets sugar free"	"Dispersible tablet/"	"Oral"	"Lamotrigine"	"2.000mg"	"04080100"	"Lamotrigine"	"Mood Stabilisers"
"2584541000033111"	"Lamictal 2mg dispersible tablets"	"Dispersible tablet/"	"Oral"	"Lamotrigine"	"2.000mg"	NA	"Lamotrigine"	"Mood Stabilisers"
"2602041000033119"	"Oxactin 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"20.000mg"	NA	"Fluoxetine"	"Antidepressants"
"2640141000033112"	"Promazine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Promazine"	"10.000mg/1.000ml"	"04020100"	"Promazine"	"Antipsychotics"
"2644841000033114"	"Amisulpride 100mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Amisulpride"	"100.000mg/1.000ml"	"04020100"	"Amisulpride"	"Antipsychotics"
"2644941000033118"	"Solian 100mg/ml oral solution"	"Oral solution"	"Oral"	"Amisulpride"	"100.000mg/1.000ml"	NA	"Amisulpride"	"Antipsychotics"
"2653841000033110"	"Levinan 6mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"6.000mg"	NA	"Levomepromazine"	"Antipsychotics"
"2658941000033110"	"Sulpor 200mg/5ml oral solution"	"Oral solution"	"Oral"	"Sulpiride"	"40.000mg/1.000ml"	NA	"Sulpiride"	"Antipsychotics"
"2668041000033116"	"Teril Retard 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2668141000033117"	"Teril Retard 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2710441000033119"	"Ranflutin 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"20.000mg"	NA	"Fluoxetine"	"Antidepressants"
"2711241000033110"	"Valproic acid 250mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate/Valproic"	"250.000mg"	"04020300"	"Valproate/Valproic"	"Mood Stabilisers"
"2711341000033117"	"Valproic acid 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate/Valproic"	"500.000mg"	"04020300"	"Valproate/Valproic"	"Mood Stabilisers"
"2730441000033114"	"Arbil MR 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2730541000033110"	"Arbil MR 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2730641000033111"	"Promazine Hydrochloride  Syrup  50 mg/5 ml"	"Oral solution"	"Oral"	"Promazine"	NA	NA	"Promazine"	"Antipsychotics"
"2749541000033116"	"Escitalopram 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"10.000mg"	"04030300"	"Escitalopram"	"Antidepressants"
"2749641000033115"	"Cipralex 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"10.000mg"	NA	"Escitalopram"	"Antidepressants"
"2758141000033116"	"Haloperidol 200micrograms/ml oral solution sugar free"	"Oral solution"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	"04020100"	"Haloperidol"	"Antipsychotics"
"2759641000033117"	"Olanzapine 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"15.000mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"2759741000033114"	"Olanzapine 15mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"15.000mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"2759841000033116"	"Zyprexa 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"15.000mg"	NA	"Olanzapine"	"Antipsychotics"
"2759941000033112"	"Zyprexa 15mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"15.000mg"	NA	"Olanzapine"	"Antipsychotics"
"2760941000033111"	"Lithium citrate 509mg/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"101.800mg/1.000ml"	"04020300"	"Lithium"	"Mood Stabilisers"
"2761041000033118"	"Lithium citrate 1.018g/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"203.600mg/1.000ml"	"04020300"	"Lithium"	"Mood Stabilisers"
"2761141000033119"	"Li-Liquid 509mg/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"101.800mg/1.000ml"	NA	"Lithium"	"Mood Stabilisers"
"2761241000033114"	"Li-Liquid 1.018g/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"203.600mg/1.000ml"	NA	"Lithium"	"Mood Stabilisers"
"2770541000033113"	"Prozit 20mg/5ml oral solution"	"Oral solution"	"Oral"	"Fluoxetine"	"4.000mg/1.000ml"	NA	"Fluoxetine"	"Antidepressants"
"2770641000033114"	"Fluoxetine 20mg/5ml oral solution"	"Oral solution"	"Oral"	"Fluoxetine"	"4.000mg/1.000ml"	"04030300"	"Fluoxetine"	"Antidepressants"
"2779841000033118"	"Risperdal Consta 25mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"25.000mg"	NA	"Risperidone"	"Antipsychotics"
"2779941000033114"	"Risperdal Consta 37.5mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"37.500mg"	NA	"Risperidone"	"Antipsychotics"
"2780041000033113"	"Risperdal Consta 50mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"50.000mg"	NA	"Risperidone"	"Antipsychotics"
"2780141000033112"	"Risperidone 25mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"25.000mg"	"04020200"	"Risperidone"	"Antipsychotics"
"2780241000033117"	"Risperidone 37.5mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"37.500mg"	"04020200"	"Risperidone"	"Antipsychotics"
"2780341000033110"	"Risperidone 50mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"50.000mg"	"04020200"	"Risperidone"	"Antipsychotics"
"2799141000033115"	"Epival CR 500mg tablets"	"Modified-release tablet"	"Oral"	"Valproate"	"500.000mg"	NA	"Valproate"	"Mood Stabilisers"
"2799241000033110"	"Epival CR 300mg tablets"	"Modified-release tablet"	"Oral"	"Valproate"	"300.000mg"	NA	"Valproate"	"Mood Stabilisers"
"2835141000033114"	"Amisulpride 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"100.000mg"	"04020100"	"Amisulpride"	"Antipsychotics"
"2835241000033119"	"Solian 100 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"100.000mg"	NA	"Amisulpride"	"Antipsychotics"
"2868841000033116"	"Risperidone 1mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"1.000mg"	"04020100"	"Risperidone"	"Antipsychotics"
"2868941000033112"	"Risperidone 2mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"2.000mg"	"04020100"	"Risperidone"	"Antipsychotics"
"2869041000033115"	"Risperdal Quicklet 1mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"1.000mg"	NA	"Risperidone"	"Antipsychotics"
"2869141000033116"	"Risperdal Quicklet 2mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"2.000mg"	NA	"Risperidone"	"Antipsychotics"
"2928641000033118"	"Epimaz Retard 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2928741000033110"	"Epimaz Retard 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2929341000033119"	"Carbagen SR 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2929441000033113"	"Carbagen SR 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	NA	"Carbamazepine"	"Mood Stabilisers"
"2929741000033118"	"Haloperidol 5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Haloperidol"	"5.000mg/1.000ml"	"04020100"	"Haloperidol"	"Antipsychotics"
"2929841000033111"	"Haldol 5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"5.000mg/1.000ml"	NA	"Haloperidol"	"Antipsychotics"
"2944041000033118"	"Stemetil 12.5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	"12.500mg/1.000ml"	NA	"Prochlorperazine"	"Antipsychotics"
"2951341000033116"	"Escitalopram 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"20.000mg"	"04030300"	"Escitalopram"	"Antidepressants"
"2951441000033110"	"Cipralex 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"20.000mg"	NA	"Escitalopram"	"Antidepressants"
"2969141000033110"	"Buccastem M 3mg tablets"	"Buccal tablet"	"Buccal"	"Prochlorperazine"	"3.000mg"	NA	"Prochlorperazine"	"Antipsychotics"
"2974841000033114"	"Mirtazapine 30mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30.000mg"	"04030400"	"Mirtazapine"	"Antidepressants"
"2975841000033113"	"Quetiapine 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"300.000mg"	"04020100"	"Quetiapine"	"Antipsychotics"
"2975941000033117"	"Seroquel 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"300.000mg"	NA	"Quetiapine"	"Antipsychotics"
"3029641000033112"	"Mirtazapine 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15.000mg"	"04030400"	"Mirtazapine"	"Antidepressants"
"3029741000033115"	"Mirtazapine 45mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"45.000mg"	"04030400"	"Mirtazapine"	"Antidepressants"
"3029841000033113"	"Zispin SolTab 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15.000mg"	NA	"Mirtazapine"	"Antidepressants"
"3029941000033117"	"Zispin SolTab 45mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"45.000mg"	NA	"Mirtazapine"	"Antidepressants"
"3030341000033110"	"Escitalopram 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"5.000mg"	"04030300"	"Escitalopram"	"Antidepressants"
"3030541000033115"	"Cipralex 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"5.000mg"	NA	"Escitalopram"	"Antidepressants"
"3030841000033118"	"Olanzapine 10mg powder for solution for injection vials"	"Powder for solution for injection"	"Intramuscular"	"Olanzapine"	"10.000mg"	"04020100"	"Olanzapine"	"Antipsychotics"
"3058741000033113"	"Mirtazapine 15mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Mirtazapine"	"15.000mg/1.000ml"	"04030400"	"Mirtazapine"	"Antidepressants"
"3063441000033119"	"Levomepromazine 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Levomepromazine"	"25.000mg/1.000ml"	"04020100"	"Levomepromazine"	"Antipsychotics"
"3063541000033118"	"Levomepromazine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"25.000mg"	"04020100"	"Levomepromazine"	"Antipsychotics"
"3063641000033117"	"Levomepromazine 6mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"6.000mg"	"04020100"	"Levomepromazine"	"Antipsychotics"
"3078541000033115"	"Zispin SolTab 30mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30.000mg"	NA	"Mirtazapine"	"Antidepressants"
"3088941000033118"	"Dosulepin 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Dosulepin"	"25.000mg"	"04030100"	"Dosulepin"	"Antidepressants"
"3089041000033110"	"Dosulepin 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dosulepin"	"75.000mg"	"04030100"	"Dosulepin"	"Antidepressants"
"3089141000033114"	"Dosulepin 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Dosulepin"	"5.000mg/1.000ml"	"04030100"	"Dosulepin"	"Antidepressants"
"3089241000033119"	"Dosulepin 75mg/5ml oral solution"	"Oral solution"	"Oral"	"Dosulepin"	"15.000mg/1.000ml"	"04030100"	"Dosulepin"	"Antidepressants"
"3090541000033111"	"Flupentixol 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100.000mg/1.000ml"	"04020200"	"Flupentixol"	"Antipsychotics"
"3090641000033112"	"Flupentixol 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100.000mg/1.000ml"	"04020200"	"Flupentixol"	"Antipsychotics"
"3090741000033115"	"Flupentixol 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"200.000mg/1.000ml"	"04020200"	"Flupentixol"	"Antipsychotics"
"3090841000033113"	"Flupentixol 20mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"20.000mg/1.000ml"	"04020200"	"Flupentixol"	"Antipsychotics"
"3090941000033117"	"Flupentixol 40mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"20.000mg/1.000ml"	"04020200"	"Flupentixol"	"Antipsychotics"
"3091041000033110"	"Flupentixol 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Flupentixol"	"1.000mg"	"04030400"	"Flupentixol"	"Antipsychotics"
"3091141000033114"	"Flupentixol 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Flupentixol"	"500.000microgram"	"04030400"	"Flupentixol"	"Antipsychotics"
"3091241000033119"	"Flupentixol 3mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Flupentixol"	"3.000mg"	"04020100"	"Flupentixol"	"Antipsychotics"
"3103841000033110"	"Pipotiazine 100mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Pipotiazine"	"50.000mg/1.000ml"	"04020200"	"Pipotiazine"	"Antipsychotics"
"3104041000033117"	"Pipotiazine 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Pipotiazine"	"50.000mg/1.000ml"	"04020200"	"Pipotiazine"	"Antipsychotics"
"3108841000033119"	"Prochlorperazine 5mg effervescent granules sachets sugar free"	"Effervescent granules"	"Oral"	"Prochlorperazine"	"5.000mg"	"04060000"	"Prochlorperazine"	"Antipsychotics"
"3108941000033110"	"Prochlorperazine 12.5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	"12.500mg/1.000ml"	"04060000"	"Prochlorperazine"	"Antipsychotics"
"3109141000033119"	"Prochlorperazine 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Prochlorperazine"	"1.000mg/1.000ml"	"04060000"	"Prochlorperazine"	"Antipsychotics"
